ElectionDate,MapType,DemocratDistricts,RepublicanDistricts
2016,Compact,225,209
2016,Competitive,222,212
2016,Dem,251,183
2016,GOP,217,217
2016,MajMin,222,212
2016,Proportional,222,212
2016,algorithmic-compact,222,212
2016,current,222,212
