PRECINCT	DEM	REP	TOTAL
em	173	653	854
cc1	1681	2442	4267
cd	823	2345	3257
dv1-a	1863	3413	5457
dv1-b	2313	4381	6921
cs	584	1259	1886
cc2	1659	2040	3869
nh	172	680	865
cc4	1666	2534	4359
ch-b	532	1189	1792
cc3	2104	3105	5426
ch-a	629	1104	1764
st4	980	1166	2192
st5	1097	993	2139
st6	1303	825	2177
st1	1074	1536	2682
st2	965	1013	2029
st3	1177	888	2118
tb	496	1083	1622
be	1031	2631	3738
ft	1637	3501	5276
ba	940	2155	3194
sh-b	449	1703	2216
sh-a	503	1636	2175
ol	179	734	928
dv2-b	1227	1956	3302
dv2-a	924	2026	3048
sb	218	1101	1337
ug	186	831	1037
