PRECINCT	DEM	REP	TOTAL
pr38	268	1157	1439
pr33	682	1953	2683
pr32	647	1304	2009
pr30	1018	1384	2451
pr37	815	1982	2833
pr36	507	1407	1934
pr35	853	2229	3134
pr34	2055	1928	4075
pr07	443	1492	1964
pr04	278	582	872
pr23a	913	1865	2841
pr11a	916	1224	2182
pr11b	1526	1734	3323
pr23b	738	1492	2285
pr08	265	1103	1387
pr09	1342	2138	3551
pr28	970	1602	2623
pr12a	1253	1756	3067
pr12b	1291	1833	3181
pr27a	640	603	1263
pr27b	823	1098	1953
pr20	787	1254	2087
pr21	376	1424	1829
pr22	607	1508	2144
pr24	856	566	1440
pr25	851	756	1640
pr26	958	552	1533
pr31b	1485	2246	3805
pr10b	475	979	1479
pr31a	700	1245	1984
pr29b	2215	3642	5978
pr29a	1363	2557	4001
pr13	517	1309	1866
pr14	323	1327	1669
pr19	295	884	1191
pr10a	1131	806	1974
