PRECINCT	DEM	REP	TOTAL
03-00	1326	2195	3636
11-02	638	1430	2137
10-00	906	2690	3666
05-00	490	1451	1984
04-10	984	1448	2484
01-10	862	1148	2076
11-01	1494	1631	3234
12-09	559	1001	1611
06-00	259	1257	1546
12-08	388	430	862
12-03	632	822	1485
12-02	727	352	1120
12-01	254	150	411
12-07	766	75	856
12-06	575	464	1068
12-05	621	921	1575
12-04	816	835	1699
02-06	1184	1070	2328
02-07	898	1396	2334
02-05	1180	1724	2977
02-02	1373	1705	3162
02-03	1632	2358	4089
02-01	749	1113	1912
02-08	2254	2301	4703
02-09	2489	1905	4510
08-00	624	2053	2738
12-10	331	521	869
07-00	148	646	810
12-11	519	590	1146
09-00	339	1476	1856
04-08	390	662	1085
04-09	720	1400	2166
12-12	546	777	1375
04-04	518	446	988
04-05	459	550	1041
04-06	593	588	1228
04-07	338	829	1197
04-01	952	898	1910
04-02	963	705	1716
04-03	908	965	1922
01-09	224	536	785
01-08	1288	1407	2765
01-02	544	1234	1826
01-07	659	1292	1992
01-06	1156	1339	2532
01-04	1644	1745	3479
