PRECINCT	DEM	REP	TOTAL
gr	513	1295	1850
cc	925	1620	2615
cb	267	577	867
ef	540	1031	1622
ar	425	616	1063
at	831	1473	2358
gm	332	518	898
ev	667	1200	1915
cv	171	210	387
es	558	889	1495
hv-1	926	792	1767
hv-3	997	717	1771
hv-2	895	741	1677
pv	703	906	1650
nm	870	1263	2185
rr	262	405	680
nb	798	1682	2572
lj	694	877	1606
ne	504	674	1218
rg	640	1051	1743
lp	724	660	1416
ed	554	1117	1716
nw	626	760	1429
pr	648	1091	1807
fr	1101	1504	2639
bc	258	352	628
hs	712	1042	1789
bk	357	476	868
hc	828	1450	2362
fl	1358	1544	2991
mg	268	444	737
sw	738	1021	1816
sm	904	1673	2643
sb	546	1385	1986
se	319	543	889
