PRECINCT	DEM	REP	TOTAL
0047-b	386	477	884
0015	218	714	952
0014	229	1035	1292
0013	356	1487	1890
0012	176	1108	1302
0011	366	1386	1807
0035	536	429	986
0034	759	585	1385
0051	807	1390	2259
0036	459	822	1310
0031	827	428	1293
0019	161	257	425
0018	132	220	356
0047-a	702	688	1416
0039	573	496	1105
0038	577	812	1423
0066	428	790	1248
0053	391	961	1394
0064	150	373	539
0065	187	515	721
0062	187	385	582
0052	333	491	846
0022	373	887	1283
0020	291	385	684
0021	325	573	926
0001	718	1347	2108
0024	595	1098	1725
0003	203	588	803
0040	431	712	1170
0029-b	193	504	708
0029-a	142	608	765
0070	522	1089	1637
0048	639	826	1490
