PRECINCT	DEM	REP	TOTAL
w18	599	491	1130
w17	905	842	1777
w16	1186	1168	2423
w15	2375	518	2988
w13	965	388	1408
w12	823	478	1338
h08	1931	2360	4411
w21	1416.0	1259.0	2758.0
w03	1244.0	178.0	1467.0
h03	1597	2007	3691
h02	1079	1834	2968
h01	632	604	1292
h06	970	1081	2150
h05	1237	1552	2863
h04	1409	1432	2941
w26	1076	569	1703
w27	1734	398	2195
w24	1759	934	2818
w25	2098	342	2529
w28	1487	790	2401
w29	1999	161	2199
w08	747	397	1172
wb	780	883	1690
cf02	757	1184	1993
fp06	1109	1460	2668
fp07	1408	1976	3500
fp04	1374	1986	3467
m02	2168	2465	4729
fp03	589	747	1378
fp08	1719	1973	3812
m06	976	1194	2224
cf01	1237	1176	2506
cf06	892	1109	2059
cf05	985	1079	2133
m07	652	883	1575
h10	1523	1118	2740
h11	1904	2291	4304
h12	1084	1468	2621
h13	1387	1912	3352
m04	2314	2293	4733
w31	1465	1455	2969
w30	1570	1187	2846
m03	1209	1483	2788
