PRECINCT	DEM	REP	TOTAL
garl	500	365	872
ming	368	1261	1648
clem	258	706	984
wbrk	279	790	1076
clea	1204	711	1931
harr	814	371	1193
ingo	426	374	803
rose	275	618	906
ngrv	341	637	996
rowa	487	664	1164
plvw	327	1436	1786
kfrk	507	759	1273
lake	1210	676	1902
clne	500	897	1414
clsw	410	604	1016
clwe	447	816	1273
autr	252	844	1109
herr	77	465	551
clce	548	102	660
sbrg	203	456	666
gidd	426	378	813
keen	275	607	890
turk	432	398	840
