PRECINCT	DEM	REP	TOTAL
gr	437	1339	1820
sclay	369	1154	1561
sum4	336	1140	1499
sum3	259	681	958
sum2	927	487	1449
sum1	1019	525	1560
h27-b	557	555	1146
fr4	561	590	1178
fr2	830	849	1730
h27-a	1008	833	1899
g08	1221	343	1592
g09	1623	305	1959
g04	1140	100	1254
g05	1013	81	1103
g06	1022	40	1077
g07	944	318	1295
g01	811	78	907
g02	598	227	831
g40b	642	467	1137
stok	923	1922	2906
g31	675	463	1182
g30	697	683	1417
g33	750	618	1388
g32	1145	882	2048
g35	655	395	1058
g34	863	661	1555
g37	1375	378	1810
g36	936	435	1395
g39	772	364	1156
g38	1175	660	1869
cg3b	1258	834	2124
cg3a	779	588	1393
g41b	781	569	1383
g41a	683	426	1141
mon2a	1618	542	2201
mon2b	877	424	1326
ndri	519	1314	1873
h15	703	574	1310
or2	678	1261	1975
or1	946	1819	2811
h16	477	458	956
cg1	1138	695	1883
cg2	871	678	1586
g40a1	736	527	1290
g40a2	554	335	914
g26	1777	470	2287
g27	1291	948	2287
g24	672	240	932
g25	953	480	1464
g22	728	686	1437
g23	668	368	1069
g20	1064	786	1896
g21	1516	993	2551
g28	557	290	877
g29	818	377	1226
mon3	1176	1850	3085
mon1	1119	555	1709
fen1	1996	740	2790
h19b	367	307	698
h19a	802	92	918
fen2	563	882	1474
h29a	933	533	1508
h29b	1143	640	1829
h20b	417	476	911
h20a	515	392	933
g53	1862	160	2045
g52	1141	133	1298
g51	831	326	1187
g50	1594	331	1980
g57	1133	259	1408
g56	938	253	1215
g55	1519	300	1852
g54	1586	206	1829
g59	784	195	1001
g58	1276	204	1506
smad	837	996	1872
nmad	740	862	1646
h09	926	51	998
h08	574	61	645
h03	720	196	934
h02	499	535	1055
h01	753	315	1113
h07	814	77	914
h06	1240	706	1993
h05	1133	198	1370
h04	999	532	1563
g43	1368	489	1902
g44	1341	237	1624
g45	2344	344	2756
g46	1757	101	1895
g47	1511	259	1822
g48	1751	391	2203
g49	674	127	824
nwash	197	745	953
gib	857	916	1817
jef1	951	1075	2057
fr3	687	527	1241
jef3	2315	457	2809
jef2	1150	657	1845
pg2	561	1434	2028
jef4	682	724	1430
pg1	499	759	1295
h18	1005	255	1282
sdri	1484	2141	3712
h10	1244	172	1441
h11	956	169	1154
h12	656	230	917
h13	610	666	1315
h14	447	723	1180
rc1	1306	1110	2476
rc2	1489	1512	3075
h17	564	229	809
g75	1132	113	1257
g74	1513	49	1576
fr1	1868	901	2827
g71	1465	57	1547
g70	1492	56	1574
g73	1077	29	1116
g72	1430	106	1561
swash	166	512	691
ncgr2	587	1122	1740
ncgr1	983	1395	2435
g03	1249	88	1351
sf4	1169	1594	2822
sf2	445	843	1311
sf3	1042	1120	2218
sf1	948	1498	2502
h28	1314	857	2227
h25	1166	1448	2663
h24	806	944	1780
h26	766	789	1583
h21	472	572	1083
h23	410	623	1057
h22	501	379	903
g68	1276	41	1339
g69	1386	132	1547
g42a	863	655	1551
g62	643	325	997
g63	933	426	1388
g60	901	270	1213
g61	1088	263	1391
g66	1080	673	1802
g67	972	29	1023
g64	1398	396	1840
g65	1132	552	1734
jam4	612	1109	1753
g42b	0.0	0.0	0.0
jam5	267	734	1027
nclay1	804	1134	1966
nclay2	356	749	1129
g16	769	458	1239
g15	819	261	1111
jam1	998	1133	2180
jam2	690	717	1427
jam3	667	767	1466
g19	672	524	1218
g18	571	533	1116
g17	758	525	1318
fr5b	470	583	1084
fr5a	775	709	1533
g14	732	234	987
g13	871	284	1181
g12	717	150	888
g11	900	226	1148
g10	1523	332	1888
