PRECINCT	DEM	REP	TOTAL
0101	1421	1253	2726
1301	186	596	796
1403a1	902	1319	2255
1513b	903	1030	1963
1513a	1037	1231	2307
1403a2	1123	1151	2305
1201	1197	1242	2471
1511b	1334	1081	2476
0401	672	459	1144
0200b	949	659	1628
0501	319	621	952
0200a	752	1139	1918
1503	1425	338	1797
1501	646	80	732
1507b	904	579	1520
1507	1516	1002	2591
1102b	908	1774	2721
1102a	961	1376	2366
1509	1927	1262	3277
1505a	1363	392	1786
0301	1750	922	2696
1511a	1083	1543	2657
1101	397	493	904
1510b	1016	1029	2080
1510a	700	1048	1771
1403b	1792	1815	3660
0901	210	349	567
1512a	2112	1529	3691
1512b	1092	639	1761
0800a	860	875	1756
1508b	655	446	1141
1508a	509	513	1054
0800b	794	647	1464
1504b	2039	763	2864
1504a	1522	274	1819
0601	798	2506	3349
1505b	1688	172	1883
1506	963	365	1361
0701	536	951	1500
1001	864	1195	2096
