PRECINCT	DEM	REP	TOTAL
0401	263	173	436
1301	284	530	822
0301	169	117	290
0104	828.0	677.0	1544.0
0101	1449.0	163.0	1602.0
0501	211	173	387
1204	1217	66	1289
0201	431	384	829
1201	2644	152	2815
0801	382	590	988
1203	1185	925	2133
0102	1235	850	2103
1205	784	31	822
0601	542	176	725
0901	227	564	802
0103	831	810	1653
1101	363	417	789
0701	922	303	1228
1202	1244	55	1306
1401	148	506	656
1001	803	727	1547
