PRECINCT	DEM	REP	TOTAL
bogu	393	1599	2024
atsl	133	325	473
dasw	110	405	523
hais	175	606	786
ibsp	92	166	261
cisl	52	78	137
bft1	615	455	1099
bft2	955	1473	2481
pele	183	651	852
npt1	596	1759	2419
merr	136	245	385
mcrk	63	294	368
wiha	366	946	1343
cccp	487	1724	2254
mhd4	602	1458	2110
mhd3	705	1725	2476
mhd2	690	1128	1867
stel	203	787	1018
npt2	381	1504	1938
mhd1	601	1139	1779
bcrk	306	1054	1392
emis	785	1779	2606
masm	152	349	509
nriv	295	184	483
pknl	350	655	1017
wild	656	1712	2428
otbe	320	1085	1430
abch	285.0	810.0	1114.0
