PRECINCT	DEM	REP	TOTAL
06s	789	1131	1963
10n	1038	1432	2516
09n	619	813	1461
06w	348	271	630
08s	330	684	1035
063	980	549	1554
12n	1746	302	2093
12s	497	194	702
06e	780	651	1454
08n	719	1148	1898
12w	771	575	1385
10s	2613	2173	4895
035	1060	1446	2558
02	497	1927	2463
01	499	1806	2350
07	523	1607	2177
04	689	1979	2696
05	421	1379	1825
06n	853	409	1284
1210	659	545	1223
03n	1101	1146	2283
064	1193	1710	2951
03c	748	1072	1855
09s	1193	1683	2935
03n2	296	240	542
124	601	638	1266
125	583	828	1439
126	617	806	1437
127	1856	609	2506
128	796	317	1136
03s	1909	1996	3983
03w	761	1142	1943
129	425	738	1184
11	1174	1015	2218
13	1095	994	2122
103	681	1250	1967
12e	572	296	887
