PRECINCT	DEM	REP	TOTAL
023	468	1062	1555
022	305	1507	1872
010	577	251	848
011	260	1630	1908
012	226	1564	1806
013	267	1745	2037
014	293	631	950
015	1208	1805	3110
016	1180	2234	3503
033	542	1129	1713
018	592	1369	2000
019	1281	2472	3854
030	1125	1890	3084
031	942	1480	2492
036	396	986	1394
017b	997	2082	3155
034	635	1710	2387
035	464	1014	1515
032	634	1668	2349
042	454	840	1332
029a	1538	1660	3284
029c	504	1028	1571
029b	442	792	1268
037b	348	834	1202
037a	1378	1992	3477
003	407	312	733
002	738	398	1163
001	426	196	639
026	295	1032	1352
007	852	1497	2409
006	285	1013	1321
005	708	1296	2069
004	656	164	842
038b	650	1077	1778
017a	741	1481	2293
009	626	353	992
008	949	649	1652
043	469	111	593
024	342	1343	1703
041	924	1878	2845
040	933	1834	2824
025	340	1011	1382
020b	943	1904	2915
020a	1190	1581	2847
027	299	1000	1312
039	334	1235	1596
038a	955	1294	2321
021	367	1329	1729
028d	1193	1820	3105
028b	988	1711	2756
028c	943	1595	2590
028a	1312	2250	3621
