Arizona,5,www.nytimes.com/elections/2016/results/arizona-house-district-5-fuentes-biggs
Kentucky,5,www.nytimes.com/elections/2016/results/kentucky-house-district-5
Massachusetts,4,www.nytimes.com/elections/2016/results/massachusetts-house-district-4-kennedy-rosa
North Dakota,At Large,www.nytimes.com/elections/2016/results/north-dakota-house-district-1-cramer-iron-eyes
Arizona,6,www.nytimes.com/elections/2016/results/arizona-house-district-6-schweikert-williamson
Florida,22,www.nytimes.com/elections/2016/results/florida-house-district-22-deutch-mcgee
Tennessee,5,www.nytimes.com/elections/2016/results/tennessee-house-district-5-cooper-snyder
California,53,www.nytimes.com/elections/2016/results/california-house-district-53-davis-veltmeyer
Florida,10,www.nytimes.com/elections/2016/results/florida-house-district-10-demings-lowe
Colorado,3,www.nytimes.com/elections/2016/results/colorado-house-district-3-tipton-schwartz
Wisconsin,3,www.nytimes.com/elections/2016/results/wisconsin-house-district-3
California,34,www.nytimes.com/elections/2016/results/california-house-district-34
New York,25,www.nytimes.com/elections/2016/results/new-york-house-district-25-slaughter-assini
South Carolina,4,www.nytimes.com/elections/2016/results/south-carolina-house-district-4-gowdy-fedalei
Massachusetts,2,www.nytimes.com/elections/2016/results/massachusetts-house-district-2
Florida,2,www.nytimes.com/elections/2016/results/florida-house-district-2-dartland-dunn
Michigan,9,www.nytimes.com/elections/2016/results/michigan-house-district-9-levin-morse
South Dakota,At Large,www.nytimes.com/elections/2016/results/south-dakota-house-district-1-noem-hawks
North Carolina,11,www.nytimes.com/elections/2016/results/north-carolina-house-district-11-meadows-bryson
Arizona,9,www.nytimes.com/elections/2016/results/arizona-house-district-9-sinema-giles
Ohio,3,www.nytimes.com/elections/2016/results/ohio-house-district-3-beatty-adams
Washington,9,www.nytimes.com/elections/2016/results/washington-house-district-9-smith-basler
West Virginia,3,www.nytimes.com/elections/2016/results/west-virginia-house-district-3-jenkins-detch
New York,4,www.nytimes.com/elections/2016/results/new-york-house-district-4-rice-gurfein
Pennsylvania,12,www.nytimes.com/elections/2016/results/pennsylvania-house-district-12-rothfus-mcclelland
Texas,34,www.nytimes.com/elections/2016/results/texas-house-district-34-vela-gonzalez
New Hampshire,2,www.nytimes.com/elections/2016/results/new-hampshire-house-district-2-kuster-lawrence
New York,22,www.nytimes.com/elections/2016/results/new-york-house-district-22-myers-tenney
Oregon,2,www.nytimes.com/elections/2016/results/oregon-house-district-2-walden-crary
Indiana,2,www.nytimes.com/elections/2016/results/indiana-house-district-2-walorski-coleman
Illinois,17,www.nytimes.com/elections/2016/results/illinois-house-district-17-bustos-harlan
Oklahoma,5,www.nytimes.com/elections/2016/results/oklahoma-house-district-5-russell-mcaffrey
New York,11,www.nytimes.com/elections/2016/results/new-york-house-district-11-donovan-reichard
Colorado,6,www.nytimes.com/elections/2016/results/colorado-house-district-6-coffman-carroll
Virginia,10,www.nytimes.com/elections/2016/results/virginia-house-district-10-comstock-bennett
Michigan,14,www.nytimes.com/elections/2016/results/michigan-house-district-14-lawrence-klausner
Alabama,1,www.nytimes.com/elections/2016/results/alabama-house-district-1
Texas,8,www.nytimes.com/elections/2016/results/texas-house-district-8
Ohio,6,www.nytimes.com/elections/2016/results/ohio-house-district-6-johnson-lorentz
New Jersey,6,www.nytimes.com/elections/2016/results/new-jersey-house-district-6-pallone-sonnek-schmelz
Nebraska,1,www.nytimes.com/elections/2016/results/nebraska-house-district-1-fortenberry-wik
Mississippi,4,www.nytimes.com/elections/2016/results/mississippi-house-district-4-palazzo-gladney
Maryland,7,www.nytimes.com/elections/2016/results/maryland-house-district-7-cummings-vaughn
Wisconsin,4,www.nytimes.com/elections/2016/results/wisconsin-house-district-4
California,16,www.nytimes.com/elections/2016/results/california-house-district-16-costa-tacherra
Illinois,1,www.nytimes.com/elections/2016/results/illinois-house-district-1-rush-deuser
New York,18,www.nytimes.com/elections/2016/results/new-york-house-district-18-maloney-oliva
Iowa,2,www.nytimes.com/elections/2016/results/iowa-house-district-2-loebsack-peters
Mississippi,3,www.nytimes.com/elections/2016/results/mississippi-house-district-3-harper-quinn
Massachusetts,7,www.nytimes.com/elections/2016/results/massachusetts-house-district-7
California,26,www.nytimes.com/elections/2016/results/california-house-district-26-brownley-dagnesses
Oklahoma,2,www.nytimes.com/elections/2016/results/oklahoma-house-district-2-mullin-harris-till
California,48,www.nytimes.com/elections/2016/results/california-house-district-48-rohrabacher-savary
Illinois,2,www.nytimes.com/elections/2016/results/illinois-house-district-2-kelly-morrow
Michigan,13,www.nytimes.com/elections/2016/results/michigan-house-district-13-conyers-gorman
Connecticut,5,www.nytimes.com/elections/2016/results/connecticut-house-district-5-esty-cope
Indiana,6,www.nytimes.com/elections/2016/results/indiana-house-district-6-messer-welsh
New Jersey,8,www.nytimes.com/elections/2016/results/new-jersey-house-district-8-sires-khan
Mississippi,2,www.nytimes.com/elections/2016/results/mississippi-house-district-2-thompson-bouie
Maryland,5,www.nytimes.com/elections/2016/results/maryland-house-district-5-hoyer-arness
Florida,15,www.nytimes.com/elections/2016/results/florida-house-district-15-ross-lange
Minnesota,3,www.nytimes.com/elections/2016/results/minnesota-house-district-3-paulsen-bonoff
Pennsylvania,1,www.nytimes.com/elections/2016/results/pennsylvania-house-district-1-brady-williams
Mississippi,1,www.nytimes.com/elections/2016/results/mississippi-house-district-1-kelly-owens
Massachusetts,5,www.nytimes.com/elections/2016/results/massachusetts-house-district-5
California,39,www.nytimes.com/elections/2016/results/california-house-district-39-royce-murdock
Florida,8,www.nytimes.com/elections/2016/results/florida-house-district-8-posey-westbrook
Florida,3,www.nytimes.com/elections/2016/results/florida-house-district-3-yoho-mcgurn
Connecticut,3,www.nytimes.com/elections/2016/results/connecticut-house-district-3-delauro-cadena
Missouri,8,www.nytimes.com/elections/2016/results/missouri-house-district-8-smith-cowell
California,43,www.nytimes.com/elections/2016/results/california-house-district-43-waters-navarro
Florida,24,www.nytimes.com/elections/2016/results/florida-house-district-24
Kentucky,3,www.nytimes.com/elections/2016/results/kentucky-house-district-3-yarmuth-bratcher
Washington,1,www.nytimes.com/elections/2016/results/washington-house-district-1-delbene-sutherland
Massachusetts,3,www.nytimes.com/elections/2016/results/massachusetts-house-district-3-tsongas-wofford
Florida,12,www.nytimes.com/elections/2016/results/florida-house-district-12-bilirakis-tager
Massachusetts,8,www.nytimes.com/elections/2016/results/massachusetts-house-district-8-lynch-burke
Connecticut,1,www.nytimes.com/elections/2016/results/connecticut-house-district-1-larson-corey
Texas,31,www.nytimes.com/elections/2016/results/texas-house-district-31-carter-clark
California,32,www.nytimes.com/elections/2016/results/california-house-district-32
New York,27,www.nytimes.com/elections/2016/results/new-york-house-district-27-collins-kastenbaum
North Carolina,4,www.nytimes.com/elections/2016/results/north-carolina-house-district-4-price-googe
