FL,U.S. House District 4,4,113088,287509
OR,U.S. House District 1,1,225391,139756
NC,U.S. House District 3,3,106170,217531
IN,U.S. House District 8,8,93356,187702
FL,U.S. House District 14,14,195789,121088
LA,U.S. House District 5,5,0,255662
CA,U.S. House District 38,38,163590,68524
NY,U.S. House District 3,3,171775,152304
UT,U.S. House District 3,3,75716,209589
CA,U.S. House District 40,40,106554,0
TX,U.S. House District 30,30,170502,41518
TN,U.S. House District 3,3,76727,176613
FL,U.S. House District 25,25,95319,157921
NC,U.S. House District 1,1,240661,101567
CO,U.S. House District 5,5,111676,225445
MI,U.S. House District 1,1,144334,197777
CA,U.S. House District 1,1,128588,185448
SC,U.S. House District 2,2,109452,183746
TX,U.S. House District 13,13,0,199050
TX,U.S. House District 6,6,106667,159444
FL,U.S. House District 9,9,195311,144450
NY,U.S. House District 9,9,214189,0
CA,U.S. House District 31,31,121070,94866
NY,U.S. House District 26,26,215289,73377
TX,U.S. House District 12,12,76029,196482
KY,U.S. House District 4,4,94065,233922
NC,U.S. House District 7,7,135905,211801
TX,U.S. House District 5,5,0,155469
WI,U.S. House District 6,6,133072,204147
CA,U.S. House District 3,3,152513,104453
WA,U.S. House District 6,6,201718,126116
TX,U.S. House District 18,18,150157,48306
UT,U.S. House District 4,4,113413,147597
NY,U.S. House District 2,2,110938,181506
IL,U.S. House District 4,4,0,0
TX,U.S. House District 14,14,99054,160631
VA,U.S. House District 2,2,119440,190475
OH,U.S. House District 13,13,208610,99377
PA,U.S. House District 17,17,157734,135430
ME,U.S. House District 1,1,227546,164569
TX,U.S. House District 27,27,88329,142251
IL,U.S. House District 12,12,124246,169976
MI,U.S. House District 8,8,143791,205629
NY,U.S. House District 14,14,147587,30545
TN,U.S. House District 8,8,70925,194386
CA,U.S. House District 22,22,76211,158755
SC,U.S. House District 6,6,177947,70099
MI,U.S. House District 11,11,152461,200872
NH,U.S. House District 1,1,162080,157176
WA,U.S. House District 10,10,170460,120104
WI,U.S. House District 8,8,135682,227892
FL,U.S. House District 19,19,123812,239225
IL,U.S. House District 7,7,250584,46882
CA,U.S. House District 13,13,293117,29754
WA,U.S. House District 2,2,208314,117094
OK,U.S. House District 4,4,76472,204143
GA,U.S. House District 14,14,0,0
CA,U.S. House District 29,29,171824,0
NC,U.S. House District 9,9,139041,193452
LA,U.S. House District 4 Runoff,4,80593,199750
FL,U.S. House District 20,20,222914,54646
MI,U.S. House District 6,6,119980,193259
MN,U.S. House District 5,5,249964,80660
CA,U.S. House District 51,51,145162,54362
SC,U.S. House District 3,3,73766,198431
CA,U.S. House District 9,9,133163,98992
FL,U.S. House District 16,16,155262,230654
PA,U.S. House District 15,15,124129,190618
GA,U.S. House District 11,11,105383,217935
CA,U.S. House District 18,18,230460,93470
MI,U.S. House District 5,5,195279,112102
FL,U.S. House District 1,1,114079,255107
OH,U.S. House District 4,4,98981,210227
NJ,U.S. House District 1,1,183231,112388
TX,U.S. House District 29,29,95649,31646
CA,U.S. House District 36,36,144348,88269
LA,U.S. House District 6,6,79202,241075
GA,U.S. House District 3,3,95969,207218
MO,U.S. House District 4,4,92510,225348
OH,U.S. House District 5,5,100392,244599
CA,U.S. House District 46,46,164593,0
NC,U.S. House District 13,13,156049,199443
FL,U.S. House District 27,27,129760,157917
MO,U.S. House District 5,5,190766,123771
NJ,U.S. House District 3,3,127526,194596
VA,U.S. House District 5,5,148339,207758
TX,U.S. House District 11,11,0,201871
PA,U.S. House District 10,10,89823,211282
MN,U.S. House District 8,8,179098,177089
TX,U.S. House District 32,32,0,162868
MI,U.S. House District 2,2,110391,212508
WI,U.S. House District 7,7,138643,223418
IL,U.S. House District 15,15,0,0
AR,U.S. House District 3,3,0,217192
AL,U.S. House District 4,4,0,0
GA,U.S. House District 6,6,124917,201088
MO,U.S. House District 7,7,92756,228692
PA,U.S. House District 2,2,322514,35131
VA,U.S. House District 8,8,246653,98387
AZ,U.S. House District 1,1,142219,121745
TX,U.S. House District 3,3,109420,193684
NJ,U.S. House District 11,11,130162,194299
OH,U.S. House District 11,11,242917,59769
AZ,U.S. House District 2,2,135873,179806
NC,U.S. House District 5,5,147887,207625
CA,U.S. House District 14,14,231630,54817
AL,U.S. House District 2,2,112089,134886
TX,U.S. House District 25,25,117073,180988
GA,U.S. House District 8,8,83225,173983
MO,U.S. House District 1,1,236993,62714
MT,U.S. House At-Large,1,205919,285358
CA,U.S. House District 4,4,130845,220133
NY,U.S. House District 16,16,209857,0
NV,U.S. House District 4,4,128985,118328
CA,U.S. House District 24,24,166034,144780
GA,U.S. House District 9,9,0,0
TN,U.S. House District 2,2,68401,212455
TX,U.S. House District 28,28,122086,57740
AR,U.S. House District 4,4,0,182885
IA,U.S. House District 3,3,155002,208598
MA,U.S. House District 6,6,0,0
NC,U.S. House District 12,12,234115,115185
KY,U.S. House District 6,6,128728,202099
MO,U.S. House District 3,3,102891,249865
CA,U.S. House District 6,6,177565,57848
NJ,U.S. House District 9,9,162642,65376
PA,U.S. House District 6,6,155000,207469
MD,U.S. House District 6,6,185770,133081
AZ,U.S. House District 5,5,114940,205184
KY,U.S. House District 5,5,0,0
MA,U.S. House District 4,4,265823,113055
ND,U.S. House At-Large,1,80377,233980
AZ,U.S. House District 6,6,122866,201578
FL,U.S. House District 22,22,199113,138737
TN,U.S. House District 5,5,171111,102433
CA,U.S. House District 53,53,198988,97968
FL,U.S. House District 10,10,198491,107498
CO,U.S. House District 3,3,150914,204220
WI,U.S. House District 3,3,0,0
CA,U.S. House District 34,34,159156,0
NY,U.S. House District 25,25,182950,142650
SC,U.S. House District 4,4,91676,198648
MA,U.S. House District 2,2,0,0
FL,U.S. House District 2,2,102801,231163
MI,U.S. House District 9,9,199661,128937
SD,U.S. House At-Large,1,132810,237163
NC,U.S. House District 11,11,129103,230405
AZ,U.S. House District 9,9,169055,108350
OH,U.S. House District 3,3,199791,91560
WA,U.S. House District 9,9,205165,76317
WV,U.S. House District 3,3,49708,140741
NY,U.S. House District 4,4,186423,126438
PA,U.S. House District 12,12,137353,221851
TX,U.S. House District 34,34,104638,62323
NH,U.S. House District 2,2,174371,158825
NY,U.S. House District 22,22,114266,129444
OR,U.S. House District 2,2,106640,272952
IN,U.S. House District 2,2,102401,164355
IL,U.S. House District 17,17,173125,113943
OK,U.S. House District 5,5,103273,160184
NY,U.S. House District 11,11,85257,142934
CO,U.S. House District 6,6,160372,191626
VA,U.S. House District 10,10,187712,210791
MI,U.S. House District 14,14,244135,58103
AL,U.S. House District 1,1,0,0
TX,U.S. House District 8,8,0,0
OH,U.S. House District 6,6,88780,213975
NJ,U.S. House District 6,6,167895,91908
NE,U.S. House District 1,1,83467,189771
MS,U.S. House District 4,4,77505,181323
MD,U.S. House District 7,7,238838,69556
WI,U.S. House District 4,4,220181,0
CA,U.S. House District 16,16,97473,70483
IL,U.S. House District 1,1,234037,81817
NY,U.S. House District 18,18,162060,129369
IA,U.S. House District 2,2,198571,170933
MS,U.S. House District 3,3,96101,209490
MA,U.S. House District 7,7,0,0
CA,U.S. House District 26,26,169248,111059
OK,U.S. House District 2,2,62387,189839
CA,U.S. House District 48,48,127715,178701
IL,U.S. House District 2,2,235051,59471
MI,U.S. House District 13,13,198771,40541
CT,U.S. House District 5,5,179252,129801
IN,U.S. House District 6,6,79135,204920
NJ,U.S. House District 8,8,134733,32337
MS,U.S. House District 2,2,192343,83542
MD,U.S. House District 5,5,242989,105931
FL,U.S. House District 15,15,135475,182999
MN,U.S. House District 3,3,169243,223077
PA,U.S. House District 1,1,245791,53219
MS,U.S. House District 1,1,83947,206455
MA,U.S. House District 5,5,0,0
CA,U.S. House District 39,39,112679,150777
FL,U.S. House District 8,8,127127,246483
FL,U.S. House District 3,3,136338,193843
CT,U.S. House District 3,3,213572,95786
MO,U.S. House District 8,8,70009,229792
CA,U.S. House District 43,43,167017,52499
FL,U.S. House District 24,24,0,0
KY,U.S. House District 3,3,212401,122093
WA,U.S. House District 1,1,193619,155779
MA,U.S. House District 3,3,236713,107519
FL,U.S. House District 12,12,116110,253559
MA,U.S. House District 8,8,271019,102744
CT,U.S. House District 1,1,200686,105674
TX,U.S. House District 31,31,103852,166060
CA,U.S. House District 32,32,186646,0
NY,U.S. House District 27,27,107832,220885
NC,U.S. House District 4,4,279380,130161
MD,U.S. House District 8,8,220657,124651
MN,U.S. House District 6,6,123008,235380
CA,U.S. House District 5,5,224526,67565
PA,U.S. House District 5,5,101082,206761
MA,U.S. House District 1,1,235803,0
TX,U.S. House District 2,2,100231,168692
NY,U.S. House District 5,5,199815,30312
PA,U.S. House District 4,4,113372,220628
NV,U.S. House District 1,1,116537,54174
AZ,U.S. House District 3,3,0,0
TX,U.S. House District 1,1,62847,192434
TX,U.S. House District 15,15,101712,66877
OH,U.S. House District 12,12,112638,251266
PA,U.S. House District 14,14,255293,87999
TX,U.S. House District 36,36,0,193675
IL,U.S. House District 9,9,217306,109550
CA,U.S. House District 7,7,152133,145168
TX,U.S. House District 26,26,94507,211730
IL,U.S. House District 11,11,166578,108995
AZ,U.S. House District 4,4,81296,203487
NY,U.S. House District 13,13,207194,16089
RI,U.S. House District 2,2,133108,70301
CA,U.S. House District 21,21,57282,75126
MI,U.S. House District 12,12,211378,96104
VA,U.S. House District 6,6,112170,225471
NE,U.S. House District 2,2,137602,141066
CA,U.S. House District 19,19,181802,64061
NC,U.S. House District 8,8,133182,189863
TN,U.S. House District 4,4,89141,165796
PA,U.S. House District 9,9,107985,186580
OH,U.S. House District 15,15,113960,222847
CA,U.S. House District 10,10,116470,124671
TX,U.S. House District 21,21,129765,202967
IL,U.S. House District 18,18,96770,250506
ID,U.S. House District 2,2,95940,205292
OR,U.S. House District 5,5,199505,160443
PA,U.S. House District 8,8,173555,207263
GA,U.S. House District 13,13,0,0
CA,U.S. House District 28,28,210883,59526
AZ,U.S. House District 7,7,119465,39286
LA,U.S. House District 1,1,63785,243645
KS,U.S. House District 2,2,96840,181228
VA,U.S. House District 3,3,208337,103289
AZ,U.S. House District 8,8,0,204942
WV,U.S. House District 1,1,73534,163469
FL,U.S. House District 17,17,115974,209348
TN,U.S. House District 7,7,65226,200407
KS,U.S. House District 4,4,81495,166998
LA,U.S. House District 3,3,56215,258632
CA,U.S. House District 37,37,237272,0
CO,U.S. House District 1,1,257254,105030
AR,U.S. House District 2,2,111347,176472
CA,U.S. House District 41,41,128164,69159
MA,U.S. House District 9,9,211790,127803
FL,U.S. House District 26,26,115493,148547
FL,U.S. House District 5,5,194549,108325
TX,U.S. House District 17,17,86603,149417
GA,U.S. House District 1,1,0,0
TX,U.S. House District 9,9,152032,36491
OH,U.S. House District 1,1,144644,210014
IN,U.S. House District 3,3,66023,201396
PA,U.S. House District 11,11,113800,199421
TX,U.S. House District 33,33,93147,33222
CA,U.S. House District 30,30,205279,77325
NY,U.S. House District 21,21,82161,177886
HI,U.S. House District 2,2,170848,39668
NY,U.S. House District 6,6,136506,50617
IL,U.S. House District 14,14,137589,200508
VA,U.S. House District 9,9,87877,212838
NV,U.S. House District 2,2,115722,182676
OK,U.S. House District 3,3,63090,227525
CO,U.S. House District 4,4,123642,248230
WI,U.S. House District 1,1,107003,230072
IN,U.S. House District 1,1,207515,0
UT,U.S. House District 2,2,93780,170542
GA,U.S. House District 2,2,148543,94056
PA,U.S. House District 16,16,134586,168669
CA,U.S. House District 15,15,198578,70619
KS,U.S. House District 1,1,0,169992
NE,U.S. House District 3,3,0,0
TX,U.S. House District 24,24,108389,154845
IL,U.S. House District 13,13,126811,187583
UT,U.S. House District 1,1,73381,182928
NY,U.S. House District 15,15,165688,6129
CA,U.S. House District 23,23,74468,167116
WI,U.S. House District 2,2,273537,124044
IL,U.S. House District 3,3,0,0
IN,U.S. House District 7,7,158739,94456
WA,U.S. House District 7,7,378754,0
WA,U.S. House District 5,5,130575,192959
TX,U.S. House District 4,4,0,216643
AL,U.S. House District 6,6,83709,245313
GA,U.S. House District 4,4,220146,70593
OR,U.S. House District 4,4,220628,157743
FL,U.S. House District 18,18,161918,201488
OH,U.S. House District 10,10,109981,215724
GA,U.S. House District 10,10,0,0
CA,U.S. House District 12,12,274035,0
GA,U.S. House District 5,5,253781,46768
MO,U.S. House District 6,6,99692,238388
MN,U.S. House District 1,1,169074,166526
PA,U.S. House District 3,3,0,0
IN,U.S. House District 5,5,123849,221957
WV,U.S. House District 2,2,101207,140807
CA,U.S. House District 44,44,178413,0
KY,U.S. House District 2,2,0,0
OR,U.S. House District 3,3,274687,0
OH,U.S. House District 8,8,87794,223833
NJ,U.S. House District 5,5,172587,157690
FL,U.S. House District 21,21,210606,118038
LA,U.S. House District 2,2,284269,0
CA,U.S. House District 50,50,103646,179937
KY,U.S. House District 1,1,81710,216959
GA,U.S. House District 7,7,114220,174081
FL,U.S. House District 11,11,124713,258016
OH,U.S. House District 9,9,193966,88427
WA,U.S. House District 8,8,127720,193145
WA,U.S. House District 3,3,119820,193457
CA,U.S. House District 35,35,124044,47309
IL,U.S. House District 8,8,144954,103617
TN,U.S. House District 1,1,39024,198293
NJ,U.S. House District 7,7,148188,185850
VA,U.S. House District 1,1,140785,230213
CA,U.S. House District 47,47,154759,88109
CO,U.S. House District 7,7,199758,144066
MN,U.S. House District 4,4,203299,121032
WY,U.S. House At-Large,1,75466,156176
MO,U.S. House District 2,2,155689,241954
PA,U.S. House District 7,7,153824,225678
IN,U.S. House District 9,9,130627,174791
NY,U.S. House District 7,7,172146,17478
FL,U.S. House District 6,6,151051,213519
NM,U.S. House District 2,2,85232,143515
TX,U.S. House District 10,10,120170,179221
PA,U.S. House District 13,13,0,0
TX,U.S. House District 35,35,124612,62384
NY,U.S. House District 23,23,118584,161050
NV,U.S. House District 3,3,146869,142926
TX,U.S. House District 7,7,111991,143542
IL,U.S. House District 16,16,0,0
NY,U.S. House District 10,10,192371,53857
WA,U.S. House District 4,4,0,229919
MI,U.S. House District 10,10,110112,215132
AL,U.S. House District 7,7,0,0
IL,U.S. House District 10,10,150435,135535
CT,U.S. House District 4,4,187811,125724
SC,U.S. House District 5,5,115437,175909
VA,U.S. House District 4,4,200136,145731
MD,U.S. House District 4,4,237501,68670
TX,U.S. House District 23,23,107526,110577
NJ,U.S. House District 10,10,190856,26450
TX,U.S. House District 19,19,0,176314
OH,U.S. House District 16,16,119830,225794
PA,U.S. House District 18,18,0,0
CA,U.S. House District 17,17,233192,0
TN,U.S. House District 6,6,61995,202234
TX,U.S. House District 20,20,149640,0
TX,U.S. House District 22,22,123679,181864
AL,U.S. House District 5,5,102234,205647
NY,U.S. House District 17,17,0,0
OH,U.S. House District 2,2,111694,221193
CA,U.S. House District 25,25,122406,138755
AK,U.S. House At-Large,1,111019,155088
NJ,U.S. House District 2,2,110838,176338
CT,U.S. House District 2,2,208818,111149
CA,U.S. House District 2,2,254194,76572
MD,U.S. House District 2,2,192183,102577
IL,U.S. House District 5,5,212842,86222
AL,U.S. House District 3,3,94549,192164
