fips,county_name,dem_vote_count,rep_vote_count
36027,"Dutchess County, New York",56778.0,46344.0
54069,"Ohio County, West Virginia",4812.0,10939.0
17001,"Adams County, Illinois",5938.0,18378.0
17003,"Alexander County, Illinois",1099.0,1084.0
17005,"Bond County, Illinois",2249.0,4288.0
17007,"Boone County, Illinois",7145.999999999999,10503.0
17009,"Brown County, Illinois",347.0,1536.0
17011,"Bureau County, Illinois",5212.0,8400.0
17013,"Calhoun County, Illinois",808.0,1446.0
17015,"Carroll County, Illinois",3161.0,2789.0
17017,"Cass County, Illinois",1307.0,3188.0
17019,"Champaign County, Illinois",46765.0,31402.0
17021,"Christian County, Illinois",3464.0,9440.0
17023,"Clark County, Illinois",1812.0,4262.0
17025,"Clay County, Illinois",1034.0,3794.0
17027,"Clinton County, Illinois",3365.0,9930.0
17029,"Coles County, Illinois",6508.0,10456.0
17031,"Cook County, Illinois",1084184.0,243499.0
17033,"Crawford County, Illinois",2085.0,4763.0
17035,"Cumberland County, Illinois",1051.0,3243.0
27027,"Clay County, Minnesota",16319.0,7934.000000000001
17037,"DeKalb County, Illinois",19610.0,16480.0
17039,"De Witt County, Illinois",1813.0,4370.0
17041,"Douglas County, Illinois",1622.0,4734.0
17043,"DuPage County, Illinois",201043.0,148169.0
17045,"Edgar County, Illinois",1708.0,4224.0
17047,"Edwards County, Illinois",418.0,1997.0000000000002
17049,"Effingham County, Illinois",3148.0,11117.0
17051,"Fayette County, Illinois",1703.0,5529.0
54033,"Harrison County, West Virginia",8392.0,13679.0
17053,"Ford County, Illinois",1043.0,3903.0000000000005
19003,"Adams County, Iowa",517.0,1149.0
17055,"Franklin County, Illinois",5065.0,9850.0
17057,"Fulton County, Illinois",7843.0,4713.0
17059,"Gallatin County, Illinois",711.0,1358.0
17061,"Greene County, Illinois",1326.0,2982.0
17063,"Grundy County, Illinois",6854.0,12357.0
42031,"Clarion County, Pennsylvania",3844.0,9952.0
17067,"Hancock County, Illinois",1921.9999999999998,5057.0
17069,"Hardin County, Illinois",430.0,1251.0
17071,"Henderson County, Illinois",1382.0,1278.0
17073,"Henry County, Illinois",10363.0,9005.0
17075,"Iroquois County, Illinois",1857.0,8369.0
17077,"Jackson County, Illinois",9677.0,9734.0
17079,"Jasper County, Illinois",1048.0,3014.0
17081,"Jefferson County, Illinois",4539.0,9068.0
17083,"Jersey County, Illinois",2769.0,5903.999999999999
17085,"Jo Daviess County, Illinois",5102.0,4117.0
17087,"Johnson County, Illinois",1215.0,3940.0
17089,"Kane County, Illinois",94206.0,72468.0
17091,"Kankakee County, Illinois",16282.999999999998,19983.0
17093,"Kendall County, Illinois",22711.0,19244.0
17095,"Knox County, Illinois",10822.0,6580.0
17097,"Lake County, Illinois",150125.0,95381.0
17099,"LaSalle County, Illinois",17165.0,22664.0
17101,"Lawrence County, Illinois",1287.0,3003.0
17103,"Lee County, Illinois",5175.0,7376.0
17105,"Livingston County, Illinois",3265.0,8782.0
17107,"Logan County, Illinois",2433.0,7556.0
17109,"McDonough County, Illinois",3989.0,6159.0
17111,"McHenry County, Illinois",45199.0,45879.99999999999
54035,"Jackson County, West Virginia",3853.9999999999995,5741.0
17113,"McLean County, Illinois",30865.0,35905.0
17115,"Macon County, Illinois",16065.0,22843.0
17117,"Macoupin County, Illinois",6976.0,10894.0
17119,"Madison County, Illinois",47165.0,54628.0
17121,"Marion County, Illinois",3718.0,8347.0
17123,"Marshall County, Illinois",1345.0,3367.9999999999995
17125,"Mason County, Illinois",1629.0,3601.0
17127,"Massac County, Illinois",1443.0,3936.9999999999995
17129,"Menard County, Illinois",1319.0,4022.0
17131,"Mercer County, Illinois",3951.0,3032.0
17133,"Monroe County, Illinois",5561.0,9709.0
17135,"Montgomery County, Illinois",3948.0,7432.0
17137,"Morgan County, Illinois",3324.0,8321.0
17139,"Moultrie County, Illinois",1631.0,3479.0
17141,"Ogle County, Illinois",6935.000000000001,12122.0
17143,"Peoria County, Illinois",32771.0,30328.0
17145,"Perry County, Illinois",2627.0,5818.999999999999
17147,"Piatt County, Illinois",2622.0,4981.0
17149,"Pike County, Illinois",1384.0,5043.0
17151,"Pope County, Illinois",396.0,1371.0
17153,"Pulaski County, Illinois",933.0,1442.0
17155,"Putnam County, Illinois",1089.0,1485.0
17157,"Randolph County, Illinois",4296.0,7642.0
17159,"Richland County, Illinois",1594.0,4431.0
17161,"Rock Island County, Illinois",32674.0,17964.0
17163,"St. Clair County, Illinois",53262.0,41052.0
17165,"Saline County, Illinois",2694.0,6662.999999999999
17167,"Sangamon County, Illinois",36309.0,49069.0
17169,"Schuyler County, Illinois",861.0,2242.0
17171,"Scott County, Illinois",405.0,1627.9999999999998
54037,"Jefferson County, West Virginia",9454.0,10263.0
17173,"Shelby County, Illinois",2342.0,6826.0
17175,"Stark County, Illinois",557.0,1491.0
17177,"Stephenson County, Illinois",8468.0,7578.999999999999
17179,"Tazewell County, Illinois",19917.0,31787.0
17181,"Union County, Illinois",2406.0,4988.0
17183,"Vermilion County, Illinois",7472.0,13188.000000000002
42035,"Clinton County, Pennsylvania",4441.0,7484.0
17187,"Warren County, Illinois",3347.0,2747.0
17189,"Washington County, Illinois",1394.0,4622.0
17191,"Wayne County, Illinois",969.0,4647.0
46127,"Union County, South Dakota",2152.0,4282.0
17195,"Whiteside County, Illinois",13188.0,8139.000000000001
17197,"Will County, Illinois",135053.0,101567.99999999999
17199,"Williamson County, Illinois",8846.0,17597.0
17201,"Winnebago County, Illinois",43914.0,44857.0
17203,"Woodford County, Illinois",3662.0,10437.0
9013,"Tolland County, Connecticut",39668.0,22478.0
9015,"Windham County, Connecticut",24341.0,16165.000000000002
13121,"Fulton County, Georgia",135131.0,93006.0
36035,"Fulton County, New York",5107.0,10616.0
54039,"Kanawha County, West Virginia",33351.0,26718.0
50001,"Addison County, Vermont",12269.0,4186.0
50003,"Bennington County, Vermont",9723.0,3939.0
50005,"Caledonia County, Vermont",7080.0,4054.0
50007,"Chittenden County, Vermont",57238.0,15268.0
50009,"Essex County, Vermont",1106.0,957.9999999999999
50011,"Franklin County, Vermont",11047.0,6251.0
42037,"Columbia County, Pennsylvania",9500.0,12341.0
26085,"Lake County, Michigan",1766.9999999999998,2730.0
50017,"Orange County, Vermont",8224.0,3614.0
50019,"Orleans County, Vermont",5569.0,3849.9999999999995
50021,"Rutland County, Vermont",14237.0,8841.0
50023,"Washington County, Vermont",19767.0,6182.0
50025,"Windham County, Vermont",14207.0,3623.0
50027,"Windsor County, Vermont",17608.0,6027.0
13123,"Gilmer County, Georgia",2001.0,10322.0
42039,"Crawford County, Pennsylvania",11293.0,17547.0
39039,"Defiance County, Ohio",4356.0,9095.0
36039,"Greene County, New York",7016.0,9970.0
42041,"Cumberland County, Pennsylvania",46614.0,57761.0
1001,"Autauga County, Alabama",6221.0,13400.0
1003,"Baldwin County, Alabama",17779.0,59992.0
1005,"Barbour County, Alabama",4162.0,4191.0
1007,"Bibb County, Alabama",1559.0,5299.0
1009,"Blount County, Alabama",1957.0,17420.0
1011,"Bullock County, Alabama",2830.0,849.9999999999999
27039,"Dodge County, Minnesota",3781.0,5268.0
1013,"Butler County, Alabama",3693.0,4414.0
1015,"Calhoun County, Alabama",12178.0,24695.0
1017,"Chambers County, Alabama",4777.0,6524.0
1019,"Cherokee County, Alabama",1364.0,7092.0
1021,"Chilton County, Alabama",2198.0,11498.000000000002
1023,"Choctaw County, Alabama",3369.9888934985343,4504.201589402871
1025,"Clarke County, Alabama",1221.0,2645.0
1027,"Clay County, Alabama",1051.0,4331.0
1029,"Cleburne County, Alabama",462.0,3949.9999999999995
1031,"Coffee County, Alabama",4142.0,11754.0
1033,"Colbert County, Alabama",6912.0,13694.0
1035,"Conecuh County, Alabama",2463.0,2391.0
1037,"Coosa County, Alabama",1439.0,2814.0
1039,"Covington County, Alabama",2363.0,9617.0
1041,"Crenshaw County, Alabama",1770.0,3579.0000000000005
1043,"Cullman County, Alabama",3359.0,25245.0
1045,"Dale County, Alabama",4261.0,9927.0
42007,"Beaver County, Pennsylvania",32782.0,35085.0
42009,"Bedford County, Pennsylvania",3463.0,14267.0
1051,"Elmore County, Alabama",8292.0,21018.0
1053,"Escambia County, Alabama",3763.0,8313.0
1055,"Etowah County, Alabama",9005.0,25387.0
1057,"Fayette County, Alabama",1493.0,5851.0
1059,"Franklin County, Alabama",1866.0,6850.0
1061,"Geneva County, Alabama",1544.0,7365.0
