IL,U.S. House District 6,6,17031,Cook,17881,26762
IL,U.S. House District 6,6,17043,DuPage,75968,108716
IL,U.S. House District 6,6,17089,Kane,21174,29186
IL,U.S. House District 6,6,17097,Lake,11412,19912
IL,U.S. House District 6,6,17111,McHenry,17156,23979
NJ,U.S. House District 4,4,34021,Mercer,18382,27988
NJ,U.S. House District 4,4,34025,Monmouth,71105,121856
NJ,U.S. House District 4,4,34029,Ocean,22045,62148
TN,U.S. House District 9,9,47157,Shelby,171631,41123
MN,U.S. House District 7,7,27005,Becker,8743,8097
MN,U.S. House District 7,7,27007,Beltrami,7688,5234
MN,U.S. House District 7,7,27011,Big Stone,1525,1174
MN,U.S. House District 7,7,27023,Chippewa,3593,2514
MN,U.S. House District 7,7,27027,Clay,18316,10096
MN,U.S. House District 7,7,27029,Clearwater,1861,2293
MN,U.S. House District 7,7,27033,Cottonwood,1873,1921
MN,U.S. House District 7,7,27041,Douglas,9960,11207
MN,U.S. House District 7,7,27051,Grant,2036,1380
MN,U.S. House District 7,7,27067,Kandiyohi,10872,10313
MN,U.S. House District 7,7,27069,Kittson,1569,795
MN,U.S. House District 7,7,27073,Lac Qui Parle,2345,1480
MN,U.S. House District 7,7,27077,Lake of the Woods,1111,1073
MN,U.S. House District 7,7,27081,Lincoln,1580,1388
MN,U.S. House District 7,7,27083,Lyon,6136,5752
MN,U.S. House District 7,7,27085,McLeod,7748,10326
MN,U.S. House District 7,7,27087,Mahnomen,1376,671
MN,U.S. House District 7,7,27089,Marshall,2788,1977
MN,U.S. House District 7,7,27093,Meeker,5349,6588
MN,U.S. House District 7,7,27101,Murray,2181,2412
MN,U.S. House District 7,7,27107,Norman,2261,956
MN,U.S. House District 7,7,27111,Otter Tail,15641,16151
MN,U.S. House District 7,7,27113,Pennington,3876,2713
MN,U.S. House District 7,7,27117,Pipestone,1795,2854
MN,U.S. House District 7,7,27119,Polk,8377,6046
MN,U.S. House District 7,7,27121,Pope,3463,2722
MN,U.S. House District 7,7,27125,Red Lake,1163,707
MN,U.S. House District 7,7,27127,Redwood,3740,3649
MN,U.S. House District 7,7,27129,Renville,3966,3479
MN,U.S. House District 7,7,27135,Roseau,3665,3978
MN,U.S. House District 7,7,27143,Sibley,3225,4328
MN,U.S. House District 7,7,27145,Stearns,6393,8050
MN,U.S. House District 7,7,27149,Stevens,3183,2087
MN,U.S. House District 7,7,27151,Swift,2982,1962
MN,U.S. House District 7,7,27153,Todd,5367,6243
MN,U.S. House District 7,7,27155,Traverse,1123,632
MN,U.S. House District 7,7,27167,Wilkin,1868,1369
MN,U.S. House District 7,7,27173,Yellow Medicine,2851,2335
CA,U.S. House District 42,42,06065,Riverside,104689,149547
FL,U.S. House District 23,23,12011,Broward,168712,118381
FL,U.S. House District 23,23,12086,Miami-Dade,14513,12437
SC,U.S. House District 1,1,45013,Beaufort,25294,43172
SC,U.S. House District 1,1,45015,Berkeley,22125,41499
SC,U.S. House District 1,1,45019,Charleston,54019,73894
SC,U.S. House District 1,1,45029,Colleton,165,602
SC,U.S. House District 1,1,45035,Dorchester,18176,31243
CA,U.S. House District 52,52,06073,San Diego,181253,139403
MI,U.S. House District 7,7,26023,Branch,4844,11730
MI,U.S. House District 7,7,26045,Eaton,24542,27654
MI,U.S. House District 7,7,26059,Hillsdale,5287,13180
MI,U.S. House District 7,7,26075,Jackson,26338,38503
MI,U.S. House District 7,7,26091,Lenawee,17472,26052
MI,U.S. House District 7,7,26115,Monroe,28123,39992
MI,U.S. House District 7,7,26161,Washtenaw,27404,27210
FL,U.S. House District 7,7,12095,Orange,78203,56763
FL,U.S. House District 7,7,12117,Seminole,103836,114820
DE,U.S. House At-Large,1,10001,Kent,33113,35353
DE,U.S. House At-Large,1,10003,New Castle,158803,80356
