stateFP,state,maptype,countyFP,county,district,dem_CountySplitValue,rep_CountySplitValue
stateFP,state,Compact,25009,"Essex County, Massachusetts",7,0.02078249595313989,0.02389728206551506
stateFP,state,Compact,45077,"Pickens County, South Carolina",3,1.0,1.0
stateFP,state,Compact,47149,"Rutherford County, Tennessee",6,1.0,1.0
stateFP,state,Compact,36047,"Kings County, New York",11,0.15098108855408543,0.11569752000282764
stateFP,state,Compact,49009,"Daggett County, Utah",3,1.0,1.0
stateFP,state,Compact,13305,"Wayne County, Georgia",1,1.0,1.0
stateFP,state,Compact,39071,"Highland County, Ohio",2,1.0,1.0
stateFP,state,Compact,39129,"Pickaway County, Ohio",15,1.0,1.0
stateFP,state,Compact,49049,"Utah County, Utah",2,0.15682362951533313,0.13728768762662472
stateFP,state,Compact,18045,"Fountain County, Indiana",4,0.9150207562225053,0.9060329132219622
stateFP,state,Compact,27127,"Redwood County, Minnesota",7,1.0,1.0
stateFP,state,Compact,22047,"Iberville Parish, Louisiana",6,0.637027309481391,0.5665171876596605
stateFP,state,Compact,17039,"De Witt County, Illinois",13,1.0,1.0
stateFP,state,Compact,12079,"Madison County, Florida",2,0.18824835807089987,0.18359103746975428
stateFP,state,Compact,36087,"Rockland County, New York",17,1.0,1.0
stateFP,state,Compact,13213,"Murray County, Georgia",9,1.0,1.0
stateFP,state,Compact,28043,"Grenada County, Mississippi",2,1.0,1.0
stateFP,state,Compact,49003,"Box Elder County, Utah",1,1.0,1.0
stateFP,state,Compact,21109,"Jackson County, Kentucky",5,1.0,1.0
stateFP,state,Compact,42081,"Lycoming County, Pennsylvania",10,0.8516260584583211,0.8217087751172735
stateFP,state,Compact,27105,"Nobles County, Minnesota",1,1.0,1.0
stateFP,state,Compact,16007,"Bear Lake County, Idaho",2,1.0,1.0
stateFP,state,Compact,48407,"San Jacinto County, Texas",36,1.0,1.0
stateFP,state,Compact,37101,"Johnston County, North Carolina",2,1.0,1.0
stateFP,state,Compact,31107,"Knox County, Nebraska",3,1.0,1.0
stateFP,state,Compact,29071,"Franklin County, Missouri",3,1.0,1.0
stateFP,state,Compact,18091,"LaPorte County, Indiana",2,0.41988029238850594,0.47313299732404435
stateFP,state,Compact,20163,"Rooks County, Kansas",1,1.0,1.0
stateFP,state,Compact,27149,"Stevens County, Minnesota",7,1.0,1.0
stateFP,state,Compact,26073,"Isabella County, Michigan",2,1.0,1.0
stateFP,state,Compact,41029,"Jackson County, Oregon",2,1.0,1.0
stateFP,state,Compact,34023,"Middlesex County, New Jersey",6,0.8637893316694525,0.9284369058640444
stateFP,state,Compact,5055,"Greene County, Arkansas",1,1.0,1.0
stateFP,state,Compact,27053,"Hennepin County, Minnesota",3,0.4262284630672782,0.4821891781664354
stateFP,state,Compact,13259,"Stewart County, Georgia",2,1.0,1.0
stateFP,state,Compact,48359,"Oldham County, Texas",13,1.0,1.0
stateFP,state,Compact,40043,"Dewey County, Oklahoma",3,1.0,1.0
stateFP,state,Compact,22057,"Lafourche Parish, Louisiana",1,1.0,1.0
stateFP,state,Compact,48089,"Colorado County, Texas",27,1.0,1.0
stateFP,state,Compact,31027,"Cedar County, Nebraska",3,1.0,1.0
stateFP,state,Compact,20083,"Hodgeman County, Kansas",1,1.0,1.0
stateFP,state,Compact,48423,"Smith County, Texas",4,0.10297129912201262,0.15945760782786134
stateFP,state,Compact,1121,"Talladega County, Alabama",3,1.0,1.0
stateFP,state,Compact,4023,"Santa Cruz County, Arizona",3,1.0,1.0
stateFP,state,Compact,27047,"Freeborn County, Minnesota",1,1.0,1.0
stateFP,state,Compact,5123,"St. Francis County, Arkansas",1,1.0,1.0
stateFP,state,Compact,48245,"Jefferson County, Texas",36,1.0,1.0
stateFP,state,Compact,39099,"Mahoning County, Ohio",13,1.0,1.0
stateFP,state,Compact,51027,"Buchanan County, Virginia",9,1.0,1.0
stateFP,state,Compact,41067,"Washington County, Oregon",1,1.0,1.0
stateFP,state,Compact,48183,"Gregg County, Texas",1,1.0,1.0
stateFP,state,Compact,13303,"Washington County, Georgia",12,1.0,1.0
stateFP,state,Compact,36059,"Nassau County, New York",4,0.4752683459860512,0.5025958365436957
stateFP,state,Compact,22013,"Bienville Parish, Louisiana",4,1.0,1.0
stateFP,state,Compact,12085,"Martin County, Florida",18,1.0,1.0
stateFP,state,Compact,29221,"Washington County, Missouri",3,1.0,1.0
stateFP,state,Compact,6059,"Orange County, California",48,0.25010061992774474,0.28258531479229065
stateFP,state,Compact,18097,"Marion County, Indiana",7,0.7947237173832923,0.7316466393265569
stateFP,state,Compact,26093,"Livingston County, Michigan",8,1.0,1.0
stateFP,state,Compact,54001,"Barbour County, West Virginia",1,1.0,1.0
stateFP,state,Compact,26033,"Chippewa County, Michigan",1,1.0,1.0
stateFP,state,Compact,6113,"Yolo County, California",5,0.9498729263994681,0.9595600698694811
stateFP,state,Compact,54065,"Morgan County, West Virginia",1,1.0,1.0
stateFP,state,Compact,21223,"Trimble County, Kentucky",4,1.0,1.0
stateFP,state,Compact,1081,"Lee County, Alabama",2,1.0,1.0
stateFP,state,Compact,28127,"Simpson County, Mississippi",3,1.0,1.0
stateFP,state,Compact,29049,"Clinton County, Missouri",6,1.0,1.0
stateFP,state,Compact,21135,"Lewis County, Kentucky",5,1.0,1.0
stateFP,state,Compact,20009,"Barton County, Kansas",1,1.0,1.0
stateFP,state,Compact,35007,"Colfax County, New Mexico",3,1.0,1.0
stateFP,state,Compact,54009,"Brooke County, West Virginia",2,1.0,1.0
stateFP,state,Compact,27155,"Traverse County, Minnesota",7,1.0,1.0
stateFP,state,Compact,13225,"Peach County, Georgia",8,1.0,1.0
stateFP,state,Compact,34013,"Essex County, New Jersey",10,0.9451763166951069,0.8512980023762963
stateFP,state,Compact,37197,"Yadkin County, North Carolina",5,1.0,1.0
stateFP,state,Compact,48165,"Gaines County, Texas",19,1.0,1.0
stateFP,state,Compact,22109,"Terrebonne Parish, Louisiana",1,0.5522901778288378,0.5245523043147685
stateFP,state,Compact,54013,"Calhoun County, West Virginia",2,1.0,1.0
stateFP,state,Compact,28047,"Harrison County, Mississippi",4,1.0,1.0
stateFP,state,Compact,22121,"West Baton Rouge Parish, Louisiana",6,1.0,1.0
stateFP,state,Compact,36029,"Erie County, New York",27,0.16348240087354005,0.2727718011211872
stateFP,state,Compact,48365,"Panola County, Texas",1,1.0,1.0
stateFP,state,Compact,18113,"Noble County, Indiana",3,1.0,1.0
stateFP,state,Compact,39053,"Gallia County, Ohio",2,1.0,1.0
stateFP,state,Compact,17191,"Wayne County, Illinois",15,1.0,1.0
stateFP,state,Compact,33007,"Coos County, New Hampshire",2,1.0,1.0
stateFP,state,Compact,18027,"Daviess County, Indiana",8,1.0,1.0
stateFP,state,Compact,13219,"Oconee County, Georgia",10,1.0,1.0
stateFP,state,Compact,31069,"Garden County, Nebraska",3,1.0,1.0
stateFP,state,Compact,37191,"Wayne County, North Carolina",7,0.00038770128618936274,0.0002996306733188813
stateFP,state,Compact,29045,"Clark County, Missouri",6,1.0,1.0
stateFP,state,Compact,51081,"Greensville County, Virginia",5,1.0,1.0
stateFP,state,Compact,54047,"McDowell County, West Virginia",3,1.0,1.0
stateFP,state,Compact,39127,"Perry County, Ohio",6,1.0,1.0
stateFP,state,Compact,48473,"Waller County, Texas",17,1.0,1.0
stateFP,state,Compact,55105,"Rock County, Wisconsin",2,1.0,1.0
stateFP,state,Compact,51550,"Chesapeake city, Virginia",2,0.7760977103056622,0.8137154859003621
stateFP,state,Compact,13223,"Paulding County, Georgia",14,1.0,1.0
stateFP,state,Compact,42041,"Cumberland County, Pennsylvania",11,0.933314768762116,0.9201206624713265
stateFP,state,Compact,6067,"Sacramento County, California",6,0.49331680142685636,0.42017627516663947
stateFP,state,Compact,45051,"Horry County, South Carolina",7,1.0,1.0
stateFP,state,Compact,12101,"Pasco County, Florida",12,0.201646129537699,0.13697915042945252
stateFP,state,Compact,22081,"Red River Parish, Louisiana",5,1.0,1.0
stateFP,state,Compact,21159,"Martin County, Kentucky",5,1.0,1.0
stateFP,state,Compact,48103,"Crane County, Texas",11,1.0,1.0
stateFP,state,Compact,13139,"Hall County, Georgia",10,0.7272907907436982,0.6939582988772558
stateFP,state,Compact,28007,"Attala County, Mississippi",2,1.0,1.0
stateFP,state,Compact,48461,"Upton County, Texas",11,1.0,1.0
stateFP,state,Compact,40087,"McClain County, Oklahoma",4,1.0,1.0
stateFP,state,Compact,18015,"Carroll County, Indiana",4,1.0,1.0
stateFP,state,Compact,48415,"Scurry County, Texas",19,1.0,1.0
stateFP,state,Compact,55025,"Dane County, Wisconsin",2,1.0,1.0
stateFP,state,Compact,49047,"Uintah County, Utah",3,1.0,1.0
stateFP,state,Compact,13143,"Haralson County, Georgia",14,1.0,1.0
stateFP,state,Compact,21211,"Shelby County, Kentucky",4,1.0,1.0
stateFP,state,Compact,6059,"Orange County, California",46,0.2198526246657846,0.13784792692595577
stateFP,state,Compact,34007,"Camden County, New Jersey",1,1.0,1.0
stateFP,state,Compact,31071,"Garfield County, Nebraska",3,1.0,1.0
stateFP,state,Compact,40025,"Cimarron County, Oklahoma",3,1.0,1.0
stateFP,state,Compact,51059,"Fairfax County, Virginia",8,0.2957803460519178,0.30970271642431424
stateFP,state,Compact,35043,"Sandoval County, New Mexico",3,1.0,1.0
stateFP,state,Compact,13195,"Madison County, Georgia",10,1.0,1.0
stateFP,state,Compact,31009,"Blaine County, Nebraska",3,1.0,1.0
stateFP,state,Compact,22097,"St. Landry Parish, Louisiana",3,0.00039336451902494894,0.0005089267600634822
stateFP,state,Compact,22041,"Franklin Parish, Louisiana",4,0.1503313021708549,0.18626580120300879
stateFP,state,Compact,17033,"Crawford County, Illinois",15,1.0,1.0
stateFP,state,Compact,6077,"San Joaquin County, California",9,1.0,1.0
stateFP,state,Compact,36023,"Cortland County, New York",22,1.0,1.0
stateFP,state,Compact,48161,"Freestone County, Texas",17,1.0,1.0
stateFP,state,Compact,48399,"Runnels County, Texas",11,1.0,1.0
stateFP,state,Compact,13013,"Barrow County, Georgia",10,1.0,1.0
stateFP,state,Compact,42119,"Union County, Pennsylvania",10,1.0,1.0
stateFP,state,Compact,42069,"Lackawanna County, Pennsylvania",17,1.0,1.0
stateFP,state,Compact,8007,"Archuleta County, Colorado",3,1.0,1.0
stateFP,state,Compact,1023,"Choctaw County, Alabama",7,1.0,1.0
stateFP,state,Compact,5009,"Boone County, Arkansas",1,1.0,1.0
stateFP,state,Compact,18101,"Martin County, Indiana",8,1.0,1.0
stateFP,state,Compact,27107,"Norman County, Minnesota",7,1.0,1.0
stateFP,state,Compact,42045,"Delaware County, Pennsylvania",7,1.0,1.0
stateFP,state,Compact,27023,"Chippewa County, Minnesota",7,1.0,1.0
stateFP,state,Compact,51735,"Poquoson city, Virginia",1,1.0,1.0
stateFP,state,Compact,17031,"Cook County, Illinois",9,0.16829448195386223,0.19475726749653313
stateFP,state,Compact,6059,"Orange County, California",39,0.23531039023371106,0.20307369519513924
stateFP,state,Compact,51710,"Norfolk city, Virginia",3,1.0,1.0
stateFP,state,Compact,20053,"Ellsworth County, Kansas",1,1.0,1.0
stateFP,state,Compact,34019,"Hunterdon County, New Jersey",11,0.6697970141905515,0.7105296928811661
stateFP,state,Compact,21079,"Garrard County, Kentucky",2,1.0,1.0
stateFP,state,Compact,26049,"Genesee County, Michigan",5,1.0,1.0
stateFP,state,Compact,55097,"Portage County, Wisconsin",7,1.0,1.0
stateFP,state,Compact,53071,"Walla Walla County, Washington",4,0.03221195940122196,0.0407041706410973
stateFP,state,Compact,26003,"Alger County, Michigan",1,1.0,1.0
stateFP,state,Compact,26139,"Ottawa County, Michigan",3,0.3476338826311089,0.4045604092049009
stateFP,state,Compact,18021,"Clay County, Indiana",8,1.0,1.0
stateFP,state,Compact,49011,"Davis County, Utah",3,0.06634085278184577,0.09082663251984967
stateFP,state,Compact,16003,"Adams County, Idaho",1,1.0,1.0
stateFP,state,Compact,31019,"Buffalo County, Nebraska",3,1.0,1.0
stateFP,state,Compact,37183,"Wake County, North Carolina",2,0.00010593732532011487,0.00017369232953689913
stateFP,state,Compact,48373,"Polk County, Texas",36,1.0,1.0
stateFP,state,Compact,31047,"Dawson County, Nebraska",3,1.0,1.0
stateFP,state,Compact,29039,"Cedar County, Missouri",4,1.0,1.0
stateFP,state,Compact,39109,"Miami County, Ohio",15,1.0,1.0
stateFP,state,Compact,28029,"Copiah County, Mississippi",3,1.0,1.0
stateFP,state,Compact,39089,"Licking County, Ohio",6,0.6852313700828232,0.7082390268951895
stateFP,state,Compact,36061,"New York County, New York",15,1.5144452086054724e-09,1.2775399575593383e-08
stateFP,state,Compact,28069,"Kemper County, Mississippi",2,1.0,1.0
stateFP,state,Compact,47011,"Bradley County, Tennessee",3,1.0,1.0
stateFP,state,Compact,37003,"Alexander County, North Carolina",5,1.0,1.0
stateFP,state,Compact,12031,"Duval County, Florida",4,0.1782655800039603,0.23391194589321038
stateFP,state,Compact,17031,"Cook County, Illinois",6,9.609842626802387e-07,1.3637314793060115e-06
stateFP,state,Compact,36005,"Bronx County, New York",13,0.0003578736677863014,0.00033010057480944895
stateFP,state,Compact,40149,"Washita County, Oklahoma",3,1.0,1.0
stateFP,state,Compact,42039,"Crawford County, Pennsylvania",3,1.0,1.0
stateFP,state,Compact,12069,"Lake County, Florida",15,0.9065641888159306,0.8991329117705881
stateFP,state,Compact,17043,"DuPage County, Illinois",3,5.843543619097793e-06,9.757595332188947e-06
stateFP,state,Compact,39001,"Adams County, Ohio",2,1.0,1.0
stateFP,state,Compact,51067,"Franklin County, Virginia",9,1.0,1.0
stateFP,state,Compact,29033,"Carroll County, Missouri",6,1.0,1.0
stateFP,state,Compact,37043,"Clay County, North Carolina",11,1.0,1.0
stateFP,state,Compact,39115,"Morgan County, Ohio",6,1.0,1.0
stateFP,state,Compact,55069,"Lincoln County, Wisconsin",7,1.0,1.0
stateFP,state,Compact,18087,"LaGrange County, Indiana",3,0.4559637803488525,0.4889051457894816
stateFP,state,Compact,37093,"Hoke County, North Carolina",7,1.0,1.0
stateFP,state,Compact,40143,"Tulsa County, Oklahoma",1,1.0,1.0
stateFP,state,Compact,34023,"Middlesex County, New Jersey",4,0.0001904675605925059,0.0002911372976109102
stateFP,state,Compact,13075,"Cook County, Georgia",2,1.0,1.0
stateFP,state,Compact,28065,"Jefferson Davis County, Mississippi",3,1.0,1.0
stateFP,state,Compact,47003,"Bedford County, Tennessee",4,1.0,1.0
stateFP,state,Compact,22017,"Caddo Parish, Louisiana",4,1.0,1.0
stateFP,state,Compact,31127,"Nemaha County, Nebraska",1,1.0,1.0
stateFP,state,Compact,51061,"Fauquier County, Virginia",7,1.0,1.0
stateFP,state,Compact,29027,"Callaway County, Missouri",4,1.0,1.0
stateFP,state,Compact,31099,"Kearney County, Nebraska",3,1.0,1.0
stateFP,state,Compact,13161,"Jeff Davis County, Georgia",12,0.21689827095918782,0.23184497318613845
stateFP,state,Compact,6021,"Glenn County, California",5,1.0,1.0
stateFP,state,Compact,48279,"Lamb County, Texas",19,1.0,1.0
stateFP,state,Compact,47141,"Putnam County, Tennessee",4,1.0,1.0
stateFP,state,Compact,39113,"Montgomery County, Ohio",10,1.0,1.0
stateFP,state,Compact,51595,"Emporia city, Virginia",5,1.0,1.0
stateFP,state,Compact,6047,"Merced County, California",16,0.20135380075634127,0.2012467273282103
stateFP,state,Compact,34001,"Atlantic County, New Jersey",2,1.0,1.0
stateFP,state,Compact,1051,"Elmore County, Alabama",7,0.5643566042133593,0.48280599343001585
stateFP,state,Compact,25021,"Norfolk County, Massachusetts",7,0.0009713077146623312,0.0004349351241909148
stateFP,state,Compact,37025,"Cabarrus County, North Carolina",9,1.0,1.0
stateFP,state,Compact,47135,"Perry County, Tennessee",7,1.0,1.0
stateFP,state,Compact,55103,"Richland County, Wisconsin",3,1.0,1.0
stateFP,state,Compact,27131,"Rice County, Minnesota",2,1.0,1.0
stateFP,state,Compact,37139,"Pasquotank County, North Carolina",1,1.0,1.0
stateFP,state,Compact,28035,"Forrest County, Mississippi",4,1.0,1.0
stateFP,state,Compact,20161,"Riley County, Kansas",1,1.0,1.0
stateFP,state,Compact,36119,"Westchester County, New York",18,0.05442456968279732,0.09841290245519352
stateFP,state,Compact,26043,"Dickinson County, Michigan",1,1.0,1.0
stateFP,state,Compact,17043,"DuPage County, Illinois",8,0.24732886449976074,0.18508909163275064
stateFP,state,Compact,39021,"Champaign County, Ohio",15,1.0,1.0
stateFP,state,Compact,36091,"Saratoga County, New York",20,0.47915655047213085,0.4343043832543011
stateFP,state,Compact,51049,"Cumberland County, Virginia",5,1.0,1.0
stateFP,state,Compact,49035,"Salt Lake County, Utah",2,0.2982331820174924,0.3671147211809665
stateFP,state,Compact,25025,"Suffolk County, Massachusetts",4,0.010041262094374795,0.02288817796360171
stateFP,state,Compact,1063,"Greene County, Alabama",7,1.0,1.0
stateFP,state,Compact,48121,"Denton County, Texas",26,0.9074197783530066,0.8262332597477393
stateFP,state,Compact,48085,"Collin County, Texas",4,0.03256611328969201,0.09436090476915025
stateFP,state,Compact,26161,"Washtenaw County, Michigan",12,0.8826706384855597,0.7044809138903071
stateFP,state,Compact,45015,"Berkeley County, South Carolina",1,1.0,1.0
stateFP,state,Compact,47087,"Jackson County, Tennessee",4,1.0,1.0
stateFP,state,Compact,17105,"Livingston County, Illinois",13,1.0,1.0
stateFP,state,Compact,6065,"Riverside County, California",8,2.672119321234837e-06,5.744681418658485e-06
stateFP,state,Compact,49049,"Utah County, Utah",3,0.8431763704846673,0.862712312373375
stateFP,state,Compact,37145,"Person County, North Carolina",4,1.0,1.0
stateFP,state,Compact,51075,"Goochland County, Virginia",7,0.0960650368016209,0.0847536108364858
stateFP,state,Compact,55023,"Crawford County, Wisconsin",3,1.0,1.0
stateFP,state,Compact,20081,"Haskell County, Kansas",1,1.0,1.0
stateFP,state,Compact,5047,"Franklin County, Arkansas",3,1.0,1.0
stateFP,state,Compact,27045,"Fillmore County, Minnesota",1,1.0,1.0
stateFP,state,Compact,21061,"Edmonson County, Kentucky",2,1.0,1.0
stateFP,state,Compact,5121,"Randolph County, Arkansas",1,1.0,1.0
stateFP,state,Compact,26047,"Emmet County, Michigan",1,1.0,1.0
stateFP,state,Compact,5111,"Poinsett County, Arkansas",1,1.0,1.0
stateFP,state,Compact,48295,"Lipscomb County, Texas",13,1.0,1.0
stateFP,state,Compact,29229,"Wright County, Missouri",8,1.0,1.0
stateFP,state,Compact,53053,"Pierce County, Washington",8,0.11421472122179387,0.19096118917424731
stateFP,state,Compact,48239,"Jackson County, Texas",27,1.0,1.0
stateFP,state,Compact,48413,"Schleicher County, Texas",11,1.0,1.0
stateFP,state,Compact,39051,"Fulton County, Ohio",9,1.0,1.0
stateFP,state,Compact,51191,"Washington County, Virginia",9,1.0,1.0
stateFP,state,Compact,48099,"Coryell County, Texas",25,1.0,1.0
stateFP,state,Compact,13057,"Cherokee County, Georgia",9,0.26714725356110336,0.3272958603277085
stateFP,state,Compact,28159,"Winston County, Mississippi",2,1.0,1.0
stateFP,state,Compact,33017,"Strafford County, New Hampshire",2,1.0,1.0
stateFP,state,Compact,27097,"Morrison County, Minnesota",8,1.0,1.0
stateFP,state,Compact,12133,"Washington County, Florida",2,1.0,1.0
stateFP,state,Compact,26025,"Calhoun County, Michigan",7,1.0,1.0
stateFP,state,Compact,28097,"Montgomery County, Mississippi",2,1.0,1.0
stateFP,state,Compact,47013,"Campbell County, Tennessee",4,1.0,1.0
stateFP,state,Compact,22113,"Vermilion Parish, Louisiana",3,1.0,1.0
stateFP,state,Compact,28147,"Walthall County, Mississippi",3,1.0,1.0
stateFP,state,Compact,48465,"Val Verde County, Texas",28,1.0,1.0
stateFP,state,Compact,29037,"Cass County, Missouri",4,1.0,1.0
stateFP,state,Compact,47025,"Claiborne County, Tennessee",1,0.8248354043022772,0.8074660224612935
stateFP,state,Compact,51175,"Southampton County, Virginia",5,1.0,1.0
stateFP,state,Compact,48025,"Bee County, Texas",27,1.0,1.0
stateFP,state,Compact,26143,"Roscommon County, Michigan",2,1.0,1.0
stateFP,state,Compact,20023,"Cheyenne County, Kansas",1,1.0,1.0
stateFP,state,Compact,39153,"Summit County, Ohio",16,1.0,1.0
stateFP,state,Compact,31161,"Sheridan County, Nebraska",3,1.0,1.0
stateFP,state,Compact,37087,"Haywood County, North Carolina",11,1.0,1.0
stateFP,state,Compact,48237,"Jack County, Texas",12,0.4163083696026239,0.40964621431756665
stateFP,state,Compact,8119,"Teller County, Colorado",5,1.0,1.0
stateFP,state,Compact,48313,"Madison County, Texas",17,1.0,1.0
stateFP,state,Compact,35027,"Lincoln County, New Mexico",2,1.0,1.0
stateFP,state,Compact,6073,"San Diego County, California",50,0.16657265051530154,0.3074250326936505
stateFP,state,Compact,5075,"Lawrence County, Arkansas",1,1.0,1.0
stateFP,state,Compact,28045,"Hancock County, Mississippi",4,1.0,1.0
stateFP,state,Compact,48449,"Titus County, Texas",4,1.0,1.0
stateFP,state,Compact,39161,"Van Wert County, Ohio",5,1.0,1.0
stateFP,state,Compact,21197,"Powell County, Kentucky",6,1.0,1.0
stateFP,state,Compact,4012,"La Paz County, Arizona",4,1.0,1.0
stateFP,state,Compact,28057,"Itawamba County, Mississippi",1,1.0,1.0
stateFP,state,Compact,54079,"Putnam County, West Virginia",2,1.0,1.0
stateFP,state,Compact,22011,"Beauregard Parish, Louisiana",5,1.0,1.0
stateFP,state,Compact,27011,"Big Stone County, Minnesota",7,1.0,1.0
stateFP,state,Compact,31155,"Saunders County, Nebraska",1,1.0,1.0
stateFP,state,Compact,48205,"Hartley County, Texas",13,1.0,1.0
stateFP,state,Compact,54017,"Doddridge County, West Virginia",2,1.0,1.0
stateFP,state,Compact,6099,"Stanislaus County, California",9,0.019046913329008052,0.03982770931393565
stateFP,state,Compact,18179,"Wells County, Indiana",3,1.0,1.0
stateFP,state,Compact,16021,"Boundary County, Idaho",1,1.0,1.0
stateFP,state,Compact,1067,"Henry County, Alabama",2,1.0,1.0
stateFP,state,Compact,31081,"Hamilton County, Nebraska",3,1.0,1.0
stateFP,state,Compact,29123,"Madison County, Missouri",8,1.0,1.0
stateFP,state,Compact,28151,"Washington County, Mississippi",2,1.0,1.0
stateFP,state,Compact,8039,"Elbert County, Colorado",5,1.0,1.0
stateFP,state,Compact,53035,"Kitsap County, Washington",6,1.0,1.0
stateFP,state,Compact,51011,"Appomattox County, Virginia",5,1.0,1.0
stateFP,state,Compact,53059,"Skamania County, Washington",4,0.17835072861828616,0.20586533850360264
stateFP,state,Compact,37183,"Wake County, North Carolina",1,1.940748127990364e-05,3.25558052903957e-05
stateFP,state,Compact,6001,"Alameda County, California",18,5.688493703099844e-06,0.0
stateFP,state,Compact,24031,"Montgomery County, Maryland",6,0.08502758034614438,0.05901609296366485
stateFP,state,Compact,21231,"Wayne County, Kentucky",2,1.0,1.0
stateFP,state,Compact,8005,"Arapahoe County, Colorado",6,0.48112427671401564,0.3994167214440216
stateFP,state,Compact,5069,"Jefferson County, Arkansas",4,1.0,1.0
stateFP,state,Compact,48179,"Gray County, Texas",13,1.0,1.0
stateFP,state,Compact,21169,"Metcalfe County, Kentucky",2,1.0,1.0
stateFP,state,Compact,48277,"Lamar County, Texas",4,1.0,1.0
stateFP,state,Compact,8017,"Cheyenne County, Colorado",3,1.0,1.0
stateFP,state,Compact,6037,"Los Angeles County, California",37,0.055881762661603294,0.043877244386369516
stateFP,state,Compact,39097,"Madison County, Ohio",15,1.0,1.0
stateFP,state,Compact,21111,"Jefferson County, Kentucky",4,0.02772997084496914,0.04029502846248661
stateFP,state,Compact,55039,"Fond du Lac County, Wisconsin",6,1.0,1.0
stateFP,state,Compact,26081,"Kent County, Michigan",3,1.0,1.0
stateFP,state,Compact,47069,"Hardeman County, Tennessee",8,1.0,1.0
stateFP,state,Compact,12105,"Polk County, Florida",15,0.16828704912327153,0.1776965593885742
stateFP,state,Compact,36003,"Allegany County, New York",23,1.0,1.0
stateFP,state,Compact,17179,"Tazewell County, Illinois",18,0.2439412558183882,0.26912598399027277
stateFP,state,Compact,12019,"Clay County, Florida",4,1.0,1.0
stateFP,state,Compact,48329,"Midland County, Texas",11,1.0,1.0
stateFP,state,Compact,26125,"Oakland County, Michigan",9,2.3370299575332458e-05,3.0254688218664033e-05
stateFP,state,Compact,55045,"Green County, Wisconsin",2,1.0,1.0
stateFP,state,Compact,29510,"St. Louis city, Missouri",1,1.0,1.0
stateFP,state,Compact,27151,"Swift County, Minnesota",7,1.0,1.0
stateFP,state,Compact,23009,"Hancock County, Maine",2,1.0,1.0
stateFP,state,Compact,40005,"Atoka County, Oklahoma",4,1.0,1.0
stateFP,state,Compact,48311,"McMullen County, Texas",28,1.0,1.0
stateFP,state,Compact,13295,"Walker County, Georgia",9,1.0,1.0
stateFP,state,Compact,5061,"Howard County, Arkansas",4,1.0,1.0
stateFP,state,Compact,39095,"Lucas County, Ohio",9,1.0,1.0
stateFP,state,Compact,48115,"Dawson County, Texas",19,1.0,1.0
stateFP,state,Compact,12001,"Alachua County, Florida",4,0.009999329284701975,0.025310878499711545
stateFP,state,Compact,5023,"Cleburne County, Arkansas",1,1.0,1.0
stateFP,state,Compact,48113,"Dallas County, Texas",5,0.06841345200817377,0.08323090653324379
stateFP,state,Compact,54089,"Summers County, West Virginia",3,1.0,1.0
stateFP,state,Compact,18087,"LaGrange County, Indiana",2,0.5440362196511475,0.5110948542105186
stateFP,state,Compact,47129,"Morgan County, Tennessee",4,1.0,1.0
stateFP,state,Compact,25023,"Plymouth County, Massachusetts",9,0.6019407406052857,0.7099432964478227
stateFP,state,Compact,27157,"Wabasha County, Minnesota",1,1.0,1.0
stateFP,state,Compact,21037,"Campbell County, Kentucky",4,1.0,1.0
stateFP,state,Compact,40011,"Blaine County, Oklahoma",3,1.0,1.0
stateFP,state,Compact,54101,"Webster County, West Virginia",3,1.0,1.0
stateFP,state,Compact,47157,"Shelby County, Tennessee",9,0.7677537448059315,0.5803397086624201
stateFP,state,Compact,48057,"Calhoun County, Texas",27,1.0,1.0
stateFP,state,Compact,37029,"Camden County, North Carolina",1,1.0,1.0
stateFP,state,Compact,20051,"Ellis County, Kansas",1,1.0,1.0
stateFP,state,Compact,17137,"Morgan County, Illinois",18,1.0,1.0
stateFP,state,Compact,42049,"Erie County, Pennsylvania",3,1.0,1.0
stateFP,state,Compact,4003,"Cochise County, Arizona",3,1.0,1.0
stateFP,state,Compact,6075,"San Francisco County, California",14,0.15894425667832413,0.07019681590159116
stateFP,state,Compact,27015,"Brown County, Minnesota",1,1.0,1.0
stateFP,state,Compact,12109,"St. Johns County, Florida",4,1.0,1.0
stateFP,state,Compact,55141,"Wood County, Wisconsin",7,1.0,1.0
stateFP,state,Compact,26001,"Alcona County, Michigan",1,1.0,1.0
stateFP,state,Compact,48145,"Falls County, Texas",31,0.4879240943341821,0.5581178162759003
stateFP,state,Compact,27163,"Washington County, Minnesota",4,0.7112996458994991,0.6058871248088933
stateFP,state,Compact,37081,"Guilford County, North Carolina",8,0.04879007870922056,0.09819922303430977
stateFP,state,Compact,6115,"Yuba County, California",4,1.0,1.0
stateFP,state,Compact,13101,"Echols County, Georgia",2,1.0,1.0
stateFP,state,Compact,32015,"Lander County, Nevada",2,1.0,1.0
stateFP,state,Compact,39137,"Putnam County, Ohio",5,1.0,1.0
stateFP,state,Compact,17103,"Lee County, Illinois",16,1.0,1.0
stateFP,state,Compact,23019,"Penobscot County, Maine",2,1.0,1.0
stateFP,state,Compact,16049,"Idaho County, Idaho",1,1.0,1.0
stateFP,state,Compact,1111,"Randolph County, Alabama",2,1.0,1.0
stateFP,state,Compact,45035,"Dorchester County, South Carolina",1,0.9680053617915823,0.9635104580318308
