stateFP,state,maptype,countyFP,county,district,demPercentage,repPercentage
08,CO,Compact,17,...,3,1.0,1.0
08,CO,Compact,63,...,3,1.0,1.0
08,CO,Compact,79,...,3,1.0,1.0
08,CO,Compact,91,...,3,1.0,1.0
08,CO,Compact,9,...,3,1.0,1.0
08,CO,Compact,21,...,3,1.0,1.0
08,CO,Compact,73,...,3,1.0,1.0
08,CO,Compact,93,...,2,0.20038578007561725,0.12425567905427931
08,CO,Compact,115,...,4,1.0,1.0
08,CO,Compact,125,...,4,1.0,1.0
08,CO,Compact,53,...,3,1.0,1.0
08,CO,Compact,61,...,3,1.0,1.0
08,CO,Compact,49,...,2,1.0,1.0
08,CO,Compact,27,...,3,1.0,1.0
08,CO,Compact,11,...,3,1.0,1.0
08,CO,Compact,25,...,3,1.0,1.0
09,CT,Compact,9,...,5,0.1887821052246705,0.12322744386923741
09,CT,Compact,15,...,2,1.0,1.0
09,CT,Compact,7,...,2,1.0,1.0
09,CT,Compact,1,...,4,0.7444854180962315,0.8195154147638846
09,CT,Compact,3,...,1,0.8235053823788464,0.7265332515487348
09,CT,Compact,13,...,2,1.0,1.0
09,CT,Compact,3,...,5,0.1733612515252308,0.26634143122130816
09,CT,Compact,11,...,2,1.0,1.0
09,CT,Compact,9,...,3,0.8112178947753297,0.8767725561307627
09,CT,Compact,5,...,5,1.0,1.0
09,CT,Compact,1,...,5,0.25551458190376863,0.1804845852361154
09,CT,Compact,3,...,2,0.003133366095922296,0.007125317229956793
12,FL,Compact,86,...,26,0.19929306969366373,0.3445659640522759
12,FL,Compact,99,...,22,0.22021357341349249,0.3239713244778549
12,FL,Compact,33,...,1,1.0,1.0
12,FL,Compact,87,...,27,1.0,1.0
12,FL,Compact,85,...,18,1.0,1.0
12,FL,Compact,86,...,27,0.15700092624666231,0.16329172831820954
12,FL,Compact,31,...,4,0.17532978743297398,0.25871117789096354
12,FL,Compact,9,...,8,1.0,1.0
12,FL,Compact,95,...,9,0.11028227482218629,0.1601267985042175
12,FL,Compact,95,...,7,0.19562850194153847,0.2878190956138346
12,FL,Compact,107,...,6,1.0,1.0
12,FL,Compact,86,...,24,0.44199273594605193,0.13667331279092307
12,FL,Compact,103,...,13,0.7829008490768485,0.731369653660419
12,FL,Compact,5,...,2,1.0,1.0
12,FL,Compact,11,...,23,0.3547487828202194,0.45230930256582175
12,FL,Compact,86,...,25,0.20169359225202282,0.3554606980594626
12,FL,Compact,131,...,1,1.0,1.0
12,FL,Compact,21,...,27,0.649921994979941,0.6027898310282664
12,FL,Compact,15,...,17,1.0,1.0
12,FL,Compact,69,...,15,0.9105689990586435,0.8740930449607192
12,FL,Compact,71,...,19,0.9331294576826379,0.9402806833407468
12,FL,Compact,127,...,6,1.0,1.0
12,FL,Compact,105,...,9,0.43455833283546563,0.40143854493600084
12,FL,Compact,57,...,14,0.6122803457358875,0.5324794762772934
12,FL,Compact,115,...,16,0.9846127670786705,0.980094596121676
12,FL,Compact,57,...,15,0.09822426012026497,0.13283921397748194
12,FL,Compact,99,...,21,0.5592601413361276,0.46263479103190835
12,FL,Compact,11,...,20,0.46831614796873666,0.2998338011540351
12,FL,Compact,95,...,10,0.6750174610592238,0.5210643845976337
12,FL,Compact,73,...,2,1.0,1.0
12,FL,Compact,105,...,17,0.4165050427993112,0.40694602951379455
12,FL,Compact,109,...,4,1.0,1.0
12,FL,Compact,31,...,5,0.8246702125670262,0.7412888221090362
12,FL,Compact,49,...,17,1.0,1.0
12,FL,Compact,17,...,11,1.0,1.0
12,FL,Compact,111,...,18,1.0,1.0
12,FL,Compact,79,...,3,0.81789740051682,0.8098603632367501
12,FL,Compact,99,...,18,0.2205262852503799,0.21339388449023516
12,FL,Compact,83,...,3,0.6931078120689241,0.6763992564831939
12,FL,Compact,53,...,11,1.0,1.0
12,FL,Compact,77,...,2,1.0,1.0
12,FL,Compact,23,...,3,1.0,1.0
12,FL,Compact,11,...,22,0.1723316959380148,0.23578831873834177
12,FL,Compact,57,...,12,0.2894953941438472,0.3346813097452251
12,FL,Compact,91,...,1,1.0,1.0
12,FL,Compact,105,...,15,0.14893662436522265,0.19161542555020503
12,FL,Compact,19,...,4,1.0,1.0
12,FL,Compact,63,...,2,1.0,1.0
12,FL,Compact,101,...,11,0.8139702839846166,0.8413160903330055
12,FL,Compact,117,...,7,1.0,1.0
12,FL,Compact,121,...,3,1.0,1.0
12,FL,Compact,97,...,9,1.0,1.0
12,FL,Compact,123,...,2,1.0,1.0
12,FL,Compact,39,...,2,1.0,1.0
12,FL,Compact,113,...,1,1.0,1.0
12,FL,Compact,1,...,3,0.9859800819432478,0.9803590335718098
12,FL,Compact,55,...,17,1.0,1.0
12,FL,Compact,61,...,8,1.0,1.0
12,FL,Compact,67,...,3,1.0,1.0
12,FL,Compact,47,...,3,1.0,1.0
12,FL,Compact,101,...,12,0.18602971601538373,0.1586839096669944
12,FL,Compact,133,...,2,1.0,1.0
12,FL,Compact,35,...,6,1.0,1.0
12,FL,Compact,95,...,8,0.0190717621770518,0.030989721284314417
12,FL,Compact,119,...,15,1.0,1.0
12,FL,Compact,115,...,17,0.015387232921329416,0.019905403878324124
12,FL,Compact,81,...,16,1.0,1.0
12,FL,Compact,83,...,15,0.306892187931076,0.32360074351680557
12,FL,Compact,43,...,17,1.0,1.0
12,FL,Compact,103,...,12,0.21709915092315146,0.2686303463395804
12,FL,Compact,7,...,4,1.0,1.0
12,FL,Compact,21,...,19,0.3500780050200588,0.39721016897173334
12,FL,Compact,75,...,3,1.0,1.0
12,FL,Compact,13,...,2,1.0,1.0
12,FL,Compact,86,...,23,1.967586160010456e-05,8.296779128179493e-06
12,FL,Compact,71,...,17,0.06687054231736222,0.05971931665925334
12,FL,Compact,11,...,24,4.039813134448759e-05,1.6473852676854267e-05
12,FL,Compact,51,...,17,1.0,1.0
12,FL,Compact,37,...,2,1.0,1.0
12,FL,Compact,27,...,17,1.0,1.0
12,FL,Compact,65,...,2,1.0,1.0
12,FL,Compact,93,...,17,1.0,1.0
12,FL,Compact,11,...,27,0.004544919554493766,0.01203734923292053
12,FL,Compact,45,...,2,1.0,1.0
12,FL,Compact,29,...,3,1.0,1.0
12,FL,Compact,89,...,4,1.0,1.0
12,FL,Compact,129,...,2,1.0,1.0
12,FL,Compact,59,...,2,0.434545609596216,0.34043040717478024
12,FL,Compact,59,...,1,0.5654543904037839,0.6595695928252195
12,FL,Compact,125,...,4,1.0,1.0
12,FL,Compact,1,...,4,0.014019918056752111,0.019640966428190274
12,FL,Compact,69,...,6,0.08943100094135648,0.12590695503928095
12,FL,Compact,41,...,3,1.0,1.0
12,FL,Compact,79,...,2,0.18210259948318006,0.19013963676324977
12,FL,Compact,11,...,25,1.8055587191086067e-05,1.4754456204038813e-05
12,FL,Compact,3,...,4,1.0,1.0
13,GA,Compact,135,...,7,0.901794853388306,0.8016718577271758
13,GA,Compact,117,...,6,1.0,1.0
13,GA,Compact,277,...,2,1.0,1.0
13,GA,Compact,89,...,4,1.0,1.0
13,GA,Compact,311,...,9,1.0,1.0
13,GA,Compact,59,...,10,1.0,1.0
