maptype,stateID,state,district,district_dem_result,district_rep_result,district_winner
current,1,AL,1,88246.57278746241,151114.52592043334,R
current,1,AL,2,80678.32753496386,138548.3046497546,R
current,1,AL,3,82237.81682699874,144752.44170098053,R
current,1,AL,4,42597.571069888414,173913.13250613844,R
current,1,AL,5,101357.43734484517,158981.88127360656,R
current,1,AL,6,58347.10904181405,166014.4118698722,R
current,1,AL,7,82563.14181922333,69985.36269701827,D
current,2,AK,At Large,0,149779,R
current,4,AZ,1,133163.66333363834,121015.0920059926,D
current,4,AZ,2,162721.72362633282,130523.72560061792,D
current,4,AZ,3,118508.23393508422,76229.4656153154,D
current,4,AZ,4,95273.06785211546,179451.53094751213,R
current,4,AZ,5,140649.8981309583,150174.08982905594,R
current,4,AZ,6,138650.46709238147,153055.1939614105,R
current,4,AZ,7,115301.70694825776,63623.804382523056,D
current,4,AZ,8,127969.11402118827,163015.4972184828,R
current,4,AZ,9,146955.12506004353,102162.60043908977,D
current,5,AR,1,58053.2202335478,139058.09581528784,R
current,5,AR,2,116135.0,132125.0,R
current,5,AR,3,74835.25092081205,147587.00768892397,R
current,5,AR,4,63954.52884564016,137568.89649578815,R
current,6,CA,1,130959.98106558064,161699.5974656446,R
current,6,CA,2,227008.95948102523,61315.394027377166,D
current,6,CA,3,142534.90301583003,84414.68970198587,D
current,6,CA,4,154944.37852684906,184381.2240877298,R
current,6,CA,5,228593.57823076105,39633.5625557275,D
current,6,CA,6,182287.38063991713,43931.7478729528,D
current,6,CA,7,166100.34384782973,86919.5479318923,D
current,6,CA,8,63541.11100815465,146816.50079588365,R
current,6,CA,9,122276.07885523417,81038.58963513406,D
current,6,CA,10,103339.67492306865,104465.59163084501,R
current,6,CA,11,190287.3548724503,76472.8685083938,D
current,6,CA,12,259053.69572458955,43458.157235957544,D
current,6,CA,13,190265.80026802185,33911.53094916057,D
current,6,CA,14,250150.8635722823,46970.08611451748,D
current,6,CA,15,218878.28620790737,38294.38106496248,D
current,6,CA,16,97331.48172368966,63126.02043857756,D
current,6,CA,17,268938.81528008217,12028.709812098958,D
current,6,CA,18,145339.04372846114,105875.95384241917,D
current,6,CA,19,149868.35631908735,56160.30731693697,D
current,6,CA,20,184979.8413215743,59279.08782825101,D
current,6,CA,21,57906.57803237131,77097.76229428644,R
current,6,CA,22,91743.33864537123,103555.94165146121,R
current,6,CA,23,75851.1318762335,115419.42102640572,R
current,6,CA,24,165695.2742952077,118269.37773804602,D
current,6,CA,25,123495.99778817306,67585.1580070928,D
current,6,CA,26,154957.88644388216,104749.0097040331,D
current,6,CA,27,298089.2851406588,35509.9109789212,D
current,6,CA,28,164272.24054847116,59984.95209892591,D
current,6,CA,29,112430.67351722698,39532.60952682124,D
current,6,CA,30,148524.94101027714,65855.98203745122,D
current,6,CA,31,81569.87534568716,83295.86846345766,R
current,6,CA,32,160485.58282997052,41149.11878735611,D
current,6,CA,33,163146.99696385956,79288.5829725025,D
current,6,CA,34,186431.4480606912,20929.72302274335,D
current,6,CA,35,80188.72826304306,66476.28534413234,D
current,6,CA,36,84465.94651135254,125615.8753319803,R
current,6,CA,37,140442.06208108697,33824.21980238754,D
current,6,CA,38,151681.5873448752,47517.2994779302,D
current,6,CA,39,202477.56635550928,73270.66881660407,D
current,6,CA,40,73019.85091907268,38662.62854691604,D
current,6,CA,41,109061.9489779684,60163.63966103082,D
current,6,CA,42,136603.42245223865,94899.97354727078,D
current,6,CA,43,152740.03291453514,25978.14145103926,D
current,6,CA,44,98936.83915388309,31971.08968497393,D
current,6,CA,45,145105.67487117337,126274.46477346653,D
current,6,CA,46,103827.23889662797,68010.26396856185,D
current,6,CA,47,175865.47903016157,43799.26983772777,D
current,6,CA,48,139731.28285162058,154345.48498681092,R
current,6,CA,49,120125.03375662587,149322.7672793554,R
current,6,CA,50,109006.19795706618,128794.50373651856,R
current,6,CA,51,134831.67121836302,58119.10490153943,D
current,6,CA,52,216625.25763558174,90025.47046768112,D
current,6,CA,53,179657.34684008587,76935.87029068648,D
current,8,CO,1,271876.82084710133,82674.77733301569,D
current,8,CO,2,254613.25723218374,148479.56108959543,D
current,8,CO,3,145278.34135684976,172537.37246178096,R
current,8,CO,4,153020.73495110098,217635.6870711799,R
current,8,CO,5,127472.05526903688,185140.0436937464,R
current,8,CO,6,188218.33427673028,141454.39791651993,D
current,8,CO,7,202731.45606699685,131850.16043416175,D
current,9,CT,1,181588.21483622893,95846.08506436153,D
current,9,CT,2,170349.01624387538,104450.67600413397,D
current,9,CT,3,176540.41718544695,100083.15970200718,D
current,9,CT,4,166082.9682684082,105198.24091882263,D
current,9,CT,5,154780.38346604025,114942.83831067462,D
current,10,DE,At Large,227353.0,125384.0,D
current,12,FL,1,106171.18348458016,216140.65928713893,R
current,12,FL,2,92532.29058979376,193427.3920999238,R
current,12,FL,3,134468.6523643424,172934.70067103443,R
current,12,FL,4,143371.67752040178,223084.1460263529,R
current,12,FL,5,162974.64451590352,115658.02758038146,D
current,12,FL,6,145530.4636798789,189688.9697632711,R
current,12,FL,7,133638.71502785056,111903.13107058576,D
current,12,FL,8,143249.5266096376,216836.95951986825,R
current,12,FL,9,134817.0752697049,112416.05544555536,D
current,12,FL,10,78658.30536429046,38913.037233617695,D
current,12,FL,11,128112.90763590304,250753.6401271403,R
current,12,FL,12,131499.09718527657,183034.7456950033,R
current,12,FL,13,182632.5237802283,143289.93876125594,D
current,12,FL,14,67903.31784878642,62899.291535202,D
current,12,FL,15,96988.38376568927,109885.68060248756,R
current,12,FL,16,135063.4889381579,173812.09348286327,R
current,12,FL,17,122932.57521036087,194702.39643068312,R
current,12,FL,18,110244.41729651322,134332.57167385,R
current,12,FL,19,124404.59452788928,208399.27716341236,R
current,12,FL,20,109051.99087734506,39785.36536440258,D
current,12,FL,21,51972.80605479102,56681.28030170118,R
current,12,FL,22,100804.63034237799,79359.34014140324,D
current,12,FL,23,111947.59133147792,82306.33043625344,D
current,12,FL,24,99652.51226232536,50608.52426150519,D
current,12,FL,25,85576.40308700199,122162.71353020702,R
current,12,FL,26,89240.70105820375,94831.32221173111,R
current,12,FL,27,81128.52437128866,97569.4095831687,R
current,13,GA,1,105345.40750841131,143676.65007984638,R
current,13,GA,2,124844.29213682913,91565.67176591505,D
current,13,GA,3,105979.83469554331,187768.5716662435,R
current,13,GA,4,171911.9919622461,68734.19883877375,D
current,13,GA,5,124302.51770196969,43559.61233691343,D
current,13,GA,6,144036.93518190365,116237.84440711982,D
current,13,GA,7,152619.09972674935,133089.14246473814,D
current,13,GA,8,62577.25561241314,124699.06461575384,R
current,13,GA,9,58923.28702952972,226593.29807843122,R
current,13,GA,10,114094.08787617626,188168.22252915494,R
current,13,GA,11,122143.9752651129,181026.62240381987,R
current,13,GA,12,101231.97501366497,148362.87572195576,R
current,13,GA,13,151022.82515486842,80055.31665153909,D
current,13,GA,14,54223.18698703701,175679.9772270234,R
current,15,HI,1,150061.39831189223,21790.28536643149,D
current,15,HI,2,137859.60168810782,65557.71463356851,D
current,16,ID,1,106909.99694118381,191024.95736532295,R
current,16,ID,2,100393.00305881619,176968.04263467703,R
current,17,IL,1,161622.2397283094,57391.99105275015,D
current,17,IL,2,145657.11906548453,60119.058209480354,D
current,17,IL,3,143265.96848744433,79199.32982697191,D
current,17,IL,4,125249.21341117914,35302.926370705354,D
current,17,IL,5,200420.27352205486,57891.387046646865,D
current,17,IL,6,165636.6285457936,122797.80565346382,D
current,17,IL,7,214827.263722604,24222.987345468104,D
current,17,IL,8,205457.68993353305,70516.9691721449,D
current,17,IL,9,237644.9177781606,61951.59909858216,D
current,17,IL,10,182144.5091054677,82693.69270840891,D
current,17,IL,11,154701.08542649832,87009.92814084023,D
