PRECINCT	DEM	REP	TOTAL
bogu	365	1610	2011
atsl	108	347	466
dasw	90	422	519
hais	134	635	779
ibsp	79	174	256
cisl	19	119	139
bft1	597	452	1083
bft2	905	1495	2475
pele	171	661	849
npt1	597	1759	2421
merr	131	249	385
mcrk	44	312	365
wiha	350	958	1333
cccp	440	1755	2239
mhd4	542	1493	2095
mhd3	678	1740	2478
mhd2	663	1170	1879
stel	186	802	1022
npt2	339	1536	1931
mhd1	569	1146	1770
bcrk	280	1069	1386
emis	723	1820	2590
masm	138	362	510
nriv	294	176	482
pknl	343	648	1013
wild	633	1711	2410
otbe	273	1110	1424
abch	248.0	838.0	1111.0
