PRECINCT	DEM	REP	TOTAL
023	432	1083	1552
022	306	1411	1794
010	580	244	852
011	235	1628	1895
012	205	1558	1795
013	231	1749	2021
014	274	642	945
015	1122	1846	3072
016	1038	2327	3490
033	524	1081	1678
018	564	1346	1978
019	1144	2529	3813
030	1103	1891	3077
031	886	1519	2502
036	380	986	1396
017b	952	2055	3121
034	597	1721	2377
035	420	1038	1505
032	609	1668	2334
042	448	825	1333
029a	1447	1693	3259
029c	471	1038	1560
029b	403	804	1266
037b	330	816	1181
037a	1316	1992	3443
003	406	309	733
002	765	376	1171
001	445	188	643
026	279	1046	1352
007	806	1540	2418
006	281	1018	1323
005	713	1290	2059
004	690	145	853
038b	601	1081	1764
017a	704	1509	2286
009	635	362	1011
008	984	615	1661
043	503	85	605
024	334	1339	1704
041	888	1832	2808
040	929	1784	2783
025	323	1011	1378
020b	841	1957	2895
020a	1128	1560	2814
027	271	1026	1316
039	299	1254	1590
038a	871	1353	2314
021	328	1335	1720
028d	1118	1849	3080
028b	987	1637	2723
028c	916	1535	2550
028a	1275	2181	3578
