PRECINCT	DEM	REP	TOTAL
45	2476	1521	4145
54	4437	717	5314
35.3	5210	1320	6732
48	1193	246	1483
43	4039	968	5150
55-49	1885	12	1919
42	923	16	944
02	2189	160	2427
03	1765	152	1963
26	437	670	1141
01	840	72	938
06	1410	98	1542
07	1623	106	1768
04	1143	144	1315
05	3372	310	3771
46	1936	449	2439
47	1303	46	1365
08	1671	83	1790
09	1845	262	2147
28	1247	1455	2780
29	2057	1024	3141
40	1455	134	1622
41	1060	14	1078
30-2	4552	842	5514
14	1331	106	1453
51	3603	649	4409
24	2064	826	2961
34-1	2081	252	2406
25	1176	1298	2573
34-2	3685	283	4056
30-1	4455	1460	6124
39	1992	702	2770
53-1	1894	466	2459
53-2	2477	600	3191
27	1880	569	2535
20	1514	77	1611
38	3745	768	4680
21	1196	150	1368
10	870	22	902
13	781	21	811
12	468	21	499
15	868	57	938
22	3263	184	3485
17	1841	57	1918
16	1388	281	1718
19	2001	219	2260
18	1386	72	1478
31	2276	838	3221
23	3855	451	4394
37	2502	1458	4056
36	1898	249	2188
52	2180	204	2415
33	3943	1085	5240
55-11	1255	20	1290
32	1356	1471	2919
44	3072	1943	5168
50	2283	589	2979
