PRECINCT	DEM	REP	TOTAL
22	628	1610	2300
29	407.0	1304.0	1767.0
02	296	1246	1571
03	345	1206	1593
26	517	770	1334
01	357	1963	2359
06	405	1222	1666
07	741	1162	1960
04	211	268	496
05	581	1590	2219
23	799	2100	2993
08	488	1323	1861
09	254	1391	1689
28	635	1399	2084
40	406	609	1060
41	487	1832	2377
24	702	2144	2922
25	488	746	1272
13	549	374	955
27	516	2018	2595
20	525	1631	2208
21	235	982	1234
11	340	356	722
10	200	141	347
39	474	1219	1746
38	715	1407	2195
15	451	24	477
14	483	586	1108
17	384	588	1005
16	676	866	1610
19	247	496	758
32	714	1194	1975
31	702	2348	3121
30	955	1528	2561
37	641	921	1631
36	621	971	1649
35	495	913	1446
34	830	2484	3421
33	988	3156	4238
12	721	228	973
