PRECINCT	DEM	REP	TOTAL
0101	1402	1215	2705
1301	178	597	792
1403a1	869	1308	2242
1513b	850	1038	1951
1513a	1003	1189	2277
1403a2	1095	1137	2297
1201	1213	1237	2489
1511b	1264	1105	2468
0401	695	441	1147
0200b	983	624	1634
0501	333	605	951
0200a	704	1172	1913
1503	1490	269	1804
1501	680	51	733
1507b	861	591	1522
1507	1477	998	2591
1102b	865	1764	2705
1102a	956	1345	2358
1509	1858	1250	3241
1505a	1385	370	1788
0301	1835	835	2709
1511a	1057	1510	2619
1101	405	480	907
1510b	986	1004	2053
1510a	690	1006	1747
1403b	1749	1786	3639
0901	212	342	564
1512a	2128	1436	3667
1512b	1101	587	1741
0800a	874	853	1753
1508b	619	436	1130
1508a	474	551	1078
0800b	780	643	1458
1504b	2099	665	2848
1504a	1593	202	1838
0601	776	2484	3341
1505b	1761	104	1885
1506	981	354	1376
0701	563	896	1483
1001	884	1167	2091
