PRECINCT	DEM	REP	TOTAL
sw	124	597	730
ph2	126	671	809
ph1	81	382	470
n	685	1476	2185
k3	647	156	811
k2	541	16	570
k1	498	3	509
k7	1012	210	1229
k6	1139	167	1321
k5	682	222	920
k4	851	913	1806
k9	865	488	1374
k8	644	9	657
fc	802	2118	2972
c	696	814	1547
i	343	823	1187
t2	96	565	666
mh	1200	1296	2537
t1	159	754	931
sh	100	421	528
w	136	694	845
v	769	696	1482
