PRECINCT	DEM	REP	TOTAL
26a	1400	583	2022
22	857	746	1659
03	332.0	770.0	1196.0
15	563.0	79.0	552.0
11a	371.0	498.0	899.0
38	126.0	173.0	318.0
02	636	471	1128
25	333	436	797
01	204	329	543
20	307	390	704
07	276	174	456
04	353	755	1144
23	695	1029	1778
08	255	791	1057
09	353	410	777
28	199	344	560
29	620	296	936
40	165	150	316
41	418	1355	1807
24	238	306	556
05a	1332	723	2078
12	765	369	1147
13	485	545	1054
21	584	665	1279
11	809	1882	2746
10	287	304	605
39	377	410	796
18a	444	633	1107
14	285	298	596
17	164	105	273
16	703	31	738
19	1206	484	1712
30	476	717	1225
37	51	321	380
36	358	286	650
35	319	781	1129
34	208	513	741
33	147	172	327
32a	1260	1384	2683
