PRECINCT	DEM	REP	TOTAL
06s	716	1183	1956
10n	954	1464	2487
09n	550	853	1452
06w	339	271	621
08s	276	723	1026
063	996	528	1553
12n	1777	289	2111
12s	493	198	704
06e	741	671	1451
08n	638	1204	1880
12w	706	618	1370
10s	2445	2240	4839
035	995	1485	2557
02	403	2004	2447
01	411	1865	2326
07	450	1670	2174
04	577	2043	2683
05	327	1448	1822
06n	834	423	1295
1210	607	569	1209
03n	1036	1160	2262
064	1054	1800	2917
03c	679	1059	1802
09s	1085	1771	2918
03n2	310	214	537
124	543	666	1245
125	523	874	1435
126	578	809	1421
127	1831	637	2519
128	788	325	1137
03s	1782	2045	3952
03w	665	1201	1934
129	381	771	1180
11	1142	1037	2221
13	1047	1061	2150
103	602	1314	1958
12e	552	322	892
