PRECINCT	DEM	REP	TOTAL
45	408	470	897
42	1000	18	1026
14a	678	2250	2993
02	377	482	877
03	211	1464	1715
26	186	1084	1305
01	153	1055	1237
07	430	874	1333
04	402	2276	2746
23	121	930	1066
08	638	1603	2314
09	183	1211	1436
28	781	698	1529
29	166	704	890
40	905	752	1707
41	931	811	1782
24	171	760	947
25	336	2062	2449
39	644	648	1347
05a	611	2117	2798
27	226	672	910
38	1167	610	1812
19a	542	2140	2754
21	539	1263	1855
11	626	1357	2030
10	305	1607	1955
13	170	1248	1445
12	577	669	1275
15	451	1771	2263
22	78	522	612
17	460	997	1493
16	423	728	1183
33	117	1153	1307
18	500	46	556
31	253	813	1086
30	513	927	1481
36	1101	668	1814
35	562	258	849
34	939	749	1732
32	304	838	1162
44	215	1505	1759
