PRECINCT	DEM	REP	TOTAL
091	412	1084	1539
092	306	962	1319
133	1558	2532	4262
132	1191	1633	2916
012	422	1422	1900
013	1090	1707	2889
014	449	1020	1518
015	460	958	1459
405	1567	27	1612
404	1419	204	1670
401	1123	88	1227
122	2287	1663	4078
123	960	985	2005
021	541	1974	2575
011	1354	2034	3499
131	1008	1304	2406
708	1629	1198	2914
709	1246	874	2180
704	871	382	1309
705	1007	505	1577
706	531	350	912
707	607	369	1019
701	576	463	1068
702	825	356	1253
703	594	248	900
403	1016.0	59.0	1089.0
402	881.0	18.0	908.0
111	282	1013	1338
112	635	1437	2127
032	656	1218	1919
033	976	688	1693
031	550	909	1510
034	552	982	1583
301	620	12	638
302	681	26	716
303	503	16	522
304	1431	32	1475
305	1001	19	1032
306	883	134	1027
101	801	739	1587
043	827	1002	1871
042	1113	1133	2298
902	984	235	1265
903	1754	674	2528
901	862	428	1350
906	1376	895	2351
907	847	480	1382
904	1215	339	1596
905	1076	369	1499
908	1036	1028	2155
909	546	420	999
055	997	1564	2644
074	1100	1141	2313
606	767	391	1201
054	808	1168	2055
601	1056	283	1404
051	720	1202	1988
052	375	567	968
053	576	1116	1764
071	1035	1544	2686
506	593	421	1055
507	2157	1289	3541
504	693	105	826
505	916	239	1184
502	905	38	949
503	890	150	1068
501	1375	111	1507
061	549	911	1509
063	858	1859	2797
062	525	936	1520
065	924	1780	2806
064	342	494	865
067	536	758	1351
066	476	1094	1623
068	604	1297	1966
605	1601	787	2453
604	873	215	1134
607	1029	623	1699
075	151	361	528
072	1555	2357	4040
073	672	1546	2312
603	1111	277	1425
602	1811	1094	2991
201	2353	354	2745
203	1089	19	1122
205	556	10	570
204	971	82	1071
207	1195	256	1487
206	1064	114	1198
083	1016	502	1549
082	1853	1412	3342
081	1443	878	2362
809	1020	947	2054
808	1485	699	2268
803	626	707	1387
802	635	552	1245
801	581	392	1016
807	724	699	1475
806	646	722	1417
805	971	830	1867
804	507	451	1007
