PRECINCT	DEM	REP	TOTAL
em	149	699	861
cc1	1394	2704	4257
cd	701	2486	3250
dv1-a	1458	3829	5451
dv1-b	1897	4808	6895
cs	520	1332	1893
cc2	1464	2272	3865
nh	127	726	866
cc4	1354	2818	4333
ch-b	466	1278	1793
cc3	1679	3537	5407
ch-a	593	1142	1769
st4	915	1198	2174
st5	1082	1010	2136
st6	1273	881	2176
st1	1042	1551	2661
st2	894	1057	2014
st3	1174	903	2123
tb	460	1121	1626
be	934	2719	3726
ft	1379	3740	5251
ba	737	2363	3173
sh-b	395	1772	2210
sh-a	415	1694	2157
ol	154	756	921
dv2-b	1014	2162	3281
dv2-a	696	2238	3034
sb	201	1116	1338
ug	167	842	1032
