PRECINCT	DEM	REP	TOTAL
ch	911	98	1032
co	1828	230	2116
eh	1564	199	1812
wd	1787	301	2154
cc	1416	274	1768
cb	1152	109	1285
ca	376	417	818
ef	777	760	1590
cg	559	549	1146
cf	1445	273	1777
cx	1950	1719	3801
gb	1808	832	2774
cp	1443	986	2502
cw	789	1268	2118
es	1123	150	1299
gr	1395	187	1636
gl	1417	348	1831
lc	1730	164	1954
nc	1789	195	2025
eno	968	956	1981
to	565	527	1114
rf	1310	221	1578
pa	2624	850	3570
th	1472	77	1575
ns	1840	268	2190
dm	1644	272	1975
wc	858	482	1371
bc	1287	238	1559
ea	1524	262	1846
da	2060	274	2397
ww	1032	148	1224
bp	651	108	787
li	1373	289	1736
wh	1428	419	1876
hf	2429	471	2977
mf	1804	310	2203
og	1712	957	2746
h	698	116	829
km	1375	272	1694
sj	1897	364	2316
wds	397	24	425
sm	1093	1003	2178
ow	1747	139	1940
cs1	876	451	1359
