PRECINCT	DEM	REP	TOTAL
11	608	3053	3725
13	1131	1479	2677
10a	129	691	838
14	536	962	1537
19	244	998	1264
18	365	1045	1455
03a	177	1279	1481
28	295	785	1093
05a	385	1323	1741
04a	299	1174	1506
16a	323	1466	1821
06a	595	995	1632
27	719	1599	2396
30	881	1312	2237
09a	325	1949	2305
34	149	809	972
29	351	952	1327
