PRECINCT	DEM	REP	TOTAL
09	273	1049	1322
42	1184	17	1201
14a	835.0	2031.0	2866.0
02	414	425	839
03	343	1238	1581
26	248	915	1163
01	233	910	1143
07	558	699	1257
04	538	1955	2493
23	218	751	969
08	741	1412	2153
45	484	416	900
28	904	547	1451
29	238	579	817
40	994	751	1745
41	961	778	1739
24	214	625	839
25	489	1710	2199
05a	776.0	1832.0	2608.0
27	279	569	848
19a	686.0	1904.0	2590.0
13	256	982	1238
21	667	1077	1744
11	683	1212	1895
10	457	1251	1708
39	649	611	1260
38	1348	565	1913
15	570	1498	2068
22	104	431	535
17	530	825	1355
16	452	629	1081
33	197	945	1142
18	671	34	705
31	302	692	994
30	526	761	1287
36	1220	540	1760
35	533	233	766
34	967	702	1669
32	382	682	1064
12	600	566	1166
44	337	1210	1547
