PRECINCT	DEM	REP	TOTAL
02	1023	195	1218
03	495	508	1003
26	1221	212	1433
01	365	134	499
06	497	78	575
07	377	104	481
22	1397	411	1808
05	1248	428	1676
23	1288	457	1745
08	428	514	942
09	470	283	753
28	351	172	523
29	866	183	1049
40	238	116	354
41	892	800	1692
14	522	224	746
24	374	153	527
11a	217.0	141.0	359.0
25	610	208	818
13	667	405	1072
27	408	201	609
20	455	244	699
21	802	541	1343
11	1602	1834	3436
10	422	228	650
39	619	156	775
18a	562	533	1095
15	755	70	825
04	735	255	990
17	297	58	355
38	167	90	257
19	1596	257	1853
32	628	462	1090
31	1010	656	1666
30	787	308	1095
37	124	225	349
36	508	178	686
35	664	313	977
34	425	185	610
33	204	77	281
16	1078	17	1095
12	985	318	1303
