PRECINCT	DEM	REP	TOTAL
11	1140	2102	3242
13	1476	1083	2559
10a	159	555	714
14	777	727	1504
19	450	705	1155
18	485	804	1289
03a	348	960	1308
28	379	605	984
05a	652	900	1552
04a	454	905	1359
16a	529	1046	1575
06a	591	880	1471
27	939	1341	2280
30	1174	930	2104
09a	650	1414	2064
34	266	620	886
29	514	674	1188
