PRECINCT	DEM	REP	TOTAL
30	1014	212	1226
02	729	1377	2106
03	524	1457	1981
26	1053	582	1635
01	656	1026	1682
06	837	971	1808
07	1155	1704	2859
04	797	1863	2660
05	732	1716	2448
08	546	1261	1807
09	557	1157	1714
28	949	1100	2049
29	977	424	1401
14	612	1478	2090
24	405	1365	1770
25	594	880	1474
27	974	255	1229
20	1159	81	1240
21	899	354	1253
11	962	640	1602
10	1002	263	1265
13	1024	426	1450
12	1178	931	2109
15	624	1200	1824
22	693	535	1228
17	859	38	897
16	788	844	1632
19	1025	60	1085
18	945	157	1102
23	571	537	1108
