PRECINCT	DEM	REP	TOTAL
garl	540	306	846
ming	482	1135	1617
clem	304	628	932
wbrk	343	618	961
clea	1507	531	2038
harr	946	349	1295
ingo	445	313	758
rose	310	536	846
ngrv	411	552	963
rowa	526	620	1146
plvw	388	1255	1643
kfrk	600	638	1238
lake	1339	526	1865
clne	634	862	1496
clsw	475	507	982
clwe	495	805	1300
autr	309	705	1014
herr	95	472	567
clce	635	72	707
sbrg	245	418	663
gidd	497	316	813
keen	315	517	832
turk	486	363	849
