PRECINCT	DEM	REP	TOTAL
09	1694	312	2006
30-1	3142	1269	4411
28	1248	1338	2586
22	3443	211	3654
29	1932	998	2930
36	1620	409	2029
32	890	942	1832
02	2100	259	2359
03	1130	206	1336
26	508	565	1073
01	802	87	889
06	1146	207	1353
07	1315	177	1492
48	1057	321	1378
05	3155	415	3570
46	1944	456	2400
47	1549	38	1587
08	1429	82	1511
45	2377	1514	3891
42	1059	23	1082
43	3084	1384	4468
40	1381	196	1577
41	1225	63	1288
30-2	4301	828	5129
35.3	3885.0	1947.0	5831.0
24	1926	884	2810
25	1208	1198	2406
34-2	3083.0	601.0	3684.0
34-1	1898.0	530.0	2428.0
53-2	1716	844	2560
53-1	1520	711	2231
27	1563	657	2220
20	1295	126	1421
13	966	12	978
14	1337	98	1435
10	736	34	770
39	1771	982	2753
38	3109	883	3992
15	908	82	990
04	1009	186	1195
17	1828	79	1907
16	1210	386	1596
19	1890	252	2142
54	3960	1029	4989
31	1643	942	2585
23	3706	588	4294
51	2907	913	3820
21	1146	207	1353
52	2362	246	2608
33	3233	1037	4270
55	3883	63	3946
37	2316	1287	3603
18	1441	71	1512
12	509	9	518
44	2783	1910	4693
50	1770	817	2587
