PRECINCT	DEM	REP	TOTAL
em	213	538	751
cc1	1370	2162	3532
cd	905	2069	2974
dv1-a	1112	2913	4025
dv1-b	1429	4227	5656
cs	633	1056	1689
cc2	1686	1832	3518
nh	219	576	795
cc4	1198	2447	3645
ch-b	629	1016	1645
cc3	1795	2902	4697
ch-a	768	959	1727
st4	990	1060	2050
st5	1203	871	2074
st6	1578	763	2341
st1	1094	1452	2546
st2	940	926	1866
st3	1464	730	2194
tb	622	885	1507
be	1111	2330	3441
ft	1522	3056	4578
ba	957	1768	2725
sh-b	591	1411	2002
sh-a	612	1400	2012
ol	239	613	852
dv2-b	780	1790	2570
dv2-a	702	2063	2765
sb	354	865	1219
ug	226	725	951
