PRECINCT	DEM	REP	TOTAL
bogu	409	1209	1618
merr	158	221	379
abch	290	775	1065
dasw	161.0	254.0	416.0
hais	200	570	770
ibsp	102	112	214
bft1	577	387	964
bft2	1015	1223	2238
pele	204	548	752
npt1	753	1487	2240
mcrk	72	269	341
wiha	268.0	683.0	951.0
cccp	483	1459	1942
atcs	365.0	405.0	770.0
mhd4	565	1404	1969
mhd3	796	1531	2327
mhd2	734	984	1718
stel	176	591	767
npt2	414	1307	1721
mhd1	641	911	1552
bcrk	378	935	1313
otbe	347.0	966.0	1314.0
masm	206.0	356.0	562.0
nriv	340	148	488
pknl	316	666	982
wild	705	1511	2216
emis	688	1581	2269
