PRECINCT	DEM	REP	TOTAL
06s	701	1043	1744
10n	1012	1299	2311
09n	518	683	1201
06w	360	298	658
08s	308	643	951
063	996	518	1514
12n	1982	248	2230
12s	515	199	714
06e	741	656	1397
08n	642	1073	1715
12w	639	671	1310
10s	2110	1899	4009
035	842	1263	2105
02	480	1809	2289
01	520	1567	2087
07	488	1448	1936
04	721	1778	2499
05	427	1249	1676
06n	914	411	1325
1210	561	493	1054
03n	1146	1463	2609
064	986	1564	2550
03c	583	1159	1742
09s	1118	1537	2655
03n2	219.0	190.0	408.0
124	575	644	1219
125	497	817	1314
126	508	856	1364
127	1952	569	2521
128	796	316	1112
03s	1365	1956	3321
03w	574	1040	1614
129	363	691	1054
11	1269	836	2105
13	1210	861	2071
103	588	1081	1669
12e	596	311	907
