PRECINCT	DEM	REP	TOTAL
03-00	838	1722	2560
11-02	566	1199	1765
10-00	843	2096	2939
05-00	508	1250	1758
04-10	911	1350	2261
01-10	743	1070	1813
11-01	1306	1402	2708
12-09	503	769	1272
06-00	286	993	1279
12-08	405	370	775
12-03	568	752	1320
12-02	842	321	1163
12-01	236	144	380
12-07	878	71	949
12-06	514	428	942
12-05	566	805	1371
12-04	841	697	1538
02-06	1132	928	2060
02-07	678	1278	1956
02-05	961	1626	2587
02-02	1035	1610	2645
02-03	1398	2101	3499
02-01	812	1030	1842
02-08	1587	1911	3498
02-09	1734	1736	3470
08-00	727	1647	2374
12-10	300	487	787
07-00	169	491	660
12-11	488	498	986
09-00	390	1112	1502
04-08	387	617	1004
04-09	637	1132	1769
12-12	536	722	1258
04-04	547	394	941
04-05	472	492	964
04-06	656	510	1166
04-07	361	724	1085
04-01	983	846	1829
04-02	961	587	1548
04-03	958	841	1799
01-09	208	469	677
01-08	902	1189	2091
01-02	480	1016	1496
01-07	545	1165	1710
01-06	859	1163	2022
01-04	1151	1451	2602
