PRECINCT	DEM	REP	TOTAL
w18	495	533	1028
w17	796	939	1735
w16	956	1177	2133
w15	2260	615	2875
w13	813	279	1092
w12	717	539	1256
h09	1645	3219	4864
h08	1408	2348	3756
h03	1179	2072	3251
h02	616	1773	2389
h01	590	605	1195
h06	870	1087	1957
h05	874	1543	2417
h04	959	1382	2341
w26	980	592	1572
w27	1630	445	2075
w24	1411	1082	2493
w25	1963	393	2356
w21	1160	1292	2452
w28	1140	734	1874
w29	2357	127	2484
w08	943	378	1321
wb	525	1001	1526
cf02	711	1071	1782
w03	1297	202	1499
fp06	951.0	1403.0	2354.0
fp07	1077.0	1816.0	2893.0
fp04	1015	1621	2636
fp05	540	867	1407
fp02	787	942	1729
fp03	488	699	1187
m06	774.0	1297.0	2071.0
cf01	1283	1130	2413
cf06	845.0	1035.0	1880.0
cf05	808.0	1172.0	1980.0
m07	509.0	764.0	1273.0
h10	1260.0	1139.0	2399.0
h11	1400.0	2134.0	3534.0
m04	1787	2464	4251
w31	1014	1551	2565
w30	1471	1197	2668
m02	1629	2528	4157
m03	928	1338	2266
