PRECINCT	DEM	REP	TOTAL
0101	1448	1113	2561
1301	219	495	714
1403a1	817.0	1358.0	2175.0
1513b	655.0	1059.0	1714.0
1513a	738.0	1200.0	1938.0
1403a2	853.0	866.0	1718.0
1201	1451	1196	2647
1511b	1200	1090	2290
0401	842	411	1253
0200b	1160	538	1698
0501	394	514	908
0200a	815	1089	1904
1503	1629	208	1837
1501	794	55	849
1507b	808	453	1261
1507	1501	951	2452
1102b	920	1629	2549
1102a	935	1226	2161
1509	1690	1353	3043
1505a	1319	401	1720
0301	2050	765	2815
1511a	963	1419	2382
1101	474	409	883
1510b	877	1082	1959
1510a	713	990	1703
1403b	1773	1901	3674
0901	300	290	590
1512a	1918	1374	3292
1512b	964	620	1584
0800a	974	751	1725
1508b	610	469	1079
1508a	518	349	867
0800b	872	588	1460
1504b	1674.0	1042.0	2716.0
1504a	1767.0	321.0	2087.0
0601	869	2123	2992
1505b	1884	109	1993
1506	921	280	1201
0701	529	877	1406
1001	960	1077	2037
