PRECINCT	DEM	REP	TOTAL
30	430	827	1257
42	411	1124	1535
45	813	1123	1936
43	884	1693	2577
02	996	540	1536
03	831	371	1202
26	570	1051	1621
01	402	366	768
06	1074	210	1284
07	775	35	810
04	1364	1584	2948
05	1176	429	1605
46	866	2084	2950
08	746	275	1021
09	634	556	1190
28	659	1364	2023
29	713	1800	2513
40	1036	1673	2709
41	539	1303	1842
14	317	484	801
24	669	884	1553
25	419	824	1243
39	433	1711	2144
27	813	1843	2656
20	665	1397	2062
38	446	1411	1857
21	688	701	1389
11	706	357	1063
10	896	925	1821
13	661	915	1576
12	704	1069	1773
15	1463	2282	3745
22	861	1707	2568
17	1074	1510	2584
16	781	1827	2608
19	1140	1736	2876
18	1780	2047	3827
31	598	1516	2114
23	704	1143	1847
37	362	594	956
36	593	1237	1830
35	353	660	1013
34	391	967	1358
33	327	884	1211
32	534	887	1421
44	989	2138	3127
