PRECINCT	DEM	REP	TOTAL
02	243	405	648
03	830	883	1713
13	914	595	1509
01	154	168	322
06	1064	771	1835
07	1181	1032	2213
04	1009	1302	2311
05	724	264	988
19	841	1083	1924
18	413	787	1200
08	613	822	1435
09	164	175	339
20	90	161	251
16	30	53	83
12	1146	734	1880
17	172	239	411
14	897	876	1773
11	665	821	1486
15	1196	1049	2245
10	297	384	681
