State,ElectionDate,MapType,District,DemocratVote,RepublicanVote,Winner
FL,2016,Compact,10,205779.82975036267,112554.36719984311,Democrat
FL,2016,Compact,11,127049.74413727099,232608.05851565686,Republican
FL,2016,Compact,12,170827.947295434,169495.8693460602,Democrat
FL,2016,Compact,13,180388.3701194394,175891.40652798818,Democrat
FL,2016,Compact,14,173632.8396545138,149089.77310312254,Democrat
FL,2016,Compact,15,149515.66138467068,237722.1095218818,Republican
FL,2016,Compact,16,167111.19762554992,223458.52551556757,Republican
FL,2016,Compact,17,121941.65683151086,198645.01645117384,Republican
FL,2016,Compact,18,172977.9841100916,182007.31630037545,Republican
FL,2016,Compact,19,138030.2098396314,219207.715018603,Republican
FL,2016,Compact,20,218884.06734016057,96795.29329488143,Democrat
FL,2016,Compact,21,202339.6990704598,134110.75352368955,Democrat
FL,2016,Compact,22,198083.30351124215,131424.5891063296,Democrat
FL,2016,Compact,23,219238.9224084004,106175.31273904856,Democrat
FL,2016,Compact,24,202246.77889753765,75117.52434640945,Democrat
FL,2016,Compact,25,158383.2378347314,106040.15362516404,Democrat
FL,2016,Compact,26,159721.0182518638,99147.6972090856,Democrat
FL,2016,Compact,27,164664.06855861287,142901.03280804394,Democrat
FL,2016,Competitive,1,106617.80070972175,255805.80250246747,Republican
FL,2016,Competitive,2,154535.01673910176,183514.20629497565,Republican
