State,ElectionDate,MapType,District,DemocratVote,RepublicanVote,Winner
AZ,2016,GOP,4,99355.4880232689,112419.55026951681,Republican
AZ,2016,GOP,5,89682.43797024901,101782.849248062,Republican
AZ,2016,GOP,6,94117.41920594659,125512.93354233685,Republican
AZ,2016,GOP,7,108149.15832265536,98152.19474680333,Democrat
AZ,2016,GOP,8,98736.21775177337,114422.33669982443,Republican
AZ,2016,GOP,9,99077.94456186092,109710.93283947458,Republican
AZ,2016,MajMin,1,94548.55628163452,97512.38875394182,Republican
AZ,2016,MajMin,2,133937.95691426488,112758.5981331693,Democrat
AZ,2016,MajMin,3,116999.6632540278,91219.7588747109,Democrat
AZ,2016,MajMin,4,82707.70436613505,171087.0623518037,Republican
AZ,2016,MajMin,5,94858.27401756223,114469.22266763351,Republican
AZ,2016,MajMin,6,99413.00407005068,114153.76367836732,Republican
AZ,2016,MajMin,7,110673.83125884112,97460.90608166788,Democrat
AZ,2016,MajMin,8,101122.83331976314,115444.42042891608,Republican
AZ,2016,MajMin,9,101988.17651772042,107047.8790297897,Republican
AZ,2016,Proportional,1,96673.09902627574,148290.0132467547,Republican
AZ,2016,Proportional,2,140797.13763344495,108395.46713344063,Democrat
AZ,2016,Proportional,3,112027.9673506752,92258.71074642574,Democrat
AZ,2016,Proportional,4,75411.7865172177,120724.1888219597,Republican
AZ,2016,Proportional,5,103131.35615180359,111761.65600684933,Republican
AZ,2016,Proportional,6,99509.66029585726,117421.47015506667,Republican
AZ,2016,Proportional,7,108543.29564083918,97832.6283154829,Democrat
AZ,2016,Proportional,8,97402.12370767264,118194.67135395556,Republican
AZ,2016,Proportional,9,102753.57367621384,106275.1942200652,Republican
AZ,2016,algorithmic-compact,1,104196.33989028438,107929.32411741589,Republican
AZ,2016,algorithmic-compact,2,130577.19003187,113760.98733974143,Democrat
AZ,2016,algorithmic-compact,3,118840.2911782485,92899.02093414562,Democrat
AZ,2016,algorithmic-compact,4,74250.11198834963,158108.7729794769,Republican
AZ,2016,algorithmic-compact,5,101079.68893051369,114120.23863614311,Republican
AZ,2016,algorithmic-compact,6,97639.82543383831,116858.20512564729,Republican
AZ,2016,algorithmic-compact,7,108965.68170248916,96974.63467034546,Democrat
AZ,2016,algorithmic-compact,8,98185.85659714213,114832.54667033498,Republican
AZ,2016,algorithmic-compact,9,102515.01424726397,105670.26952674957,Republican
AZ,2016,current,1,104196.33989028438,107929.32411741589,Republican
AZ,2016,current,2,130577.19003187,113760.98733974143,Democrat
AZ,2016,current,3,118840.2911782485,92899.02093414562,Democrat
AZ,2016,current,4,74250.11198834963,158108.7729794769,Republican
AZ,2016,current,5,101079.68893051369,114120.23863614311,Republican
AZ,2016,current,6,97639.82543383831,116858.20512564729,Republican
AZ,2016,current,7,108965.68170248916,96974.63467034546,Democrat
AZ,2016,current,8,98185.85659714213,114832.54667033498,Republican
AZ,2016,current,9,102515.01424726397,105670.26952674957,Republican
CA,2016,Compact,1,83453.04812016743,121043.17615046698,Republican
CA,2016,Compact,2,178288.80949291628,48768.57838123824,Democrat
CA,2016,Compact,3,145271.98036447997,72456.77573411049,Democrat
CA,2016,Compact,4,93856.28081764799,117101.7433657636,Republican
CA,2016,Compact,5,92164.62621947336,58291.10841496568,Democrat
CA,2016,Compact,6,108412.15793119377,65081.89038125065,Democrat
CA,2016,Compact,7,107462.86281689644,67591.58240396446,Democrat
CA,2016,Compact,8,80911.22322921759,82435.52227699939,Republican
CA,2016,Compact,9,72574.49506255452,58100.15694131697,Democrat
CA,2016,Compact,10,67694.9474323626,65933.56617916567,Democrat
CA,2016,Compact,11,154201.98203061664,58765.93332902037,Democrat
CA,2016,Compact,12,201905.994984151,26922.35750268055,Democrat
CA,2016,Compact,13,152764.82347000894,33707.21049597683,Democrat
CA,2016,Compact,14,180952.78486080904,30046.394950082027,Democrat
CA,2016,Compact,15,141717.03556101202,65252.53192990207,Democrat
CA,2016,Compact,16,72083.51285103479,97652.62968496293,Republican
CA,2016,Compact,17,166072.84855081755,20931.436571220052,Democrat
CA,2016,Compact,18,166133.71392522237,38904.48025072113,Democrat
CA,2016,Compact,19,163995.3061904077,37725.68706132231,Democrat
CA,2016,Compact,20,109134.37538940544,36554.314639838245,Democrat
CA,2016,Compact,21,76404.8543792899,67177.9422936748,Democrat
CA,2016,Compact,22,41811.832388126866,56074.706835634264,Republican
CA,2016,Compact,23,54030.79519166336,82487.86048958385,Republican
CA,2016,Compact,24,140361.3604187475,92219.71964711347,Democrat
CA,2016,Compact,25,99792.33282201315,48903.149395081906,Democrat
CA,2016,Compact,26,122698.04523673683,87257.43725672804,Democrat
CA,2016,Compact,27,153843.8639550878,19628.762978098224,Democrat
CA,2016,Compact,28,117810.29855583944,40637.59135449264,Democrat
CA,2016,Compact,29,110805.03742582875,42266.93030942294,Democrat
CA,2016,Compact,30,109789.69918772747,51120.22060567089,Democrat
CA,2016,Compact,31,90628.3730357705,72320.85420969444,Democrat
CA,2016,Compact,32,137838.53255543354,28492.296492034733,Democrat
CA,2016,Compact,33,106590.67586717848,46680.959097577885,Democrat
CA,2016,Compact,34,128737.5162804454,28418.406240049513,Democrat
CA,2016,Compact,35,101582.53824246889,60641.084221558005,Democrat
CA,2016,Compact,36,67669.920861738,70608.7901221427,Republican
CA,2016,Compact,37,118733.4326379205,38000.72126812628,Democrat
CA,2016,Compact,38,111463.10992431742,45111.60118084524,Democrat
CA,2016,Compact,39,100040.24676722096,80810.47974489017,Democrat
CA,2016,Compact,40,89600.60311413529,55268.99227055467,Democrat
CA,2016,Compact,41,86850.42481482179,70655.4947659603,Democrat
CA,2016,Compact,42,80489.30785273932,80271.99155793287,Democrat
CA,2016,Compact,43,125427.48623607076,35402.92292583661,Democrat
CA,2016,Compact,44,120711.99974821178,37446.029782755184,Democrat
CA,2016,Compact,45,101842.39747519871,83738.46065922677,Democrat
CA,2016,Compact,46,96236.39364045004,79771.74742700427,Democrat
CA,2016,Compact,47,128481.32072288141,31453.935130389902,Democrat
CA,2016,Compact,48,96572.3161434356,88071.10014804982,Democrat
CA,2016,Compact,49,78102.82549179731,94103.482840364,Republican
CA,2016,Compact,50,82870.47205168738,83689.54959303215,Republican
CA,2016,Compact,51,112284.04904382068,55394.56194195069,Democrat
CA,2016,Compact,52,109568.7249583654,56860.846052664645,Democrat
CA,2016,Compact,53,92559.40367243532,70465.29451689012,Democrat
CA,2016,Competitive,1,77298.0016339097,102643.306200233,Republican
CA,2016,Competitive,2,178158.88697562675,48752.67298548023,Democrat
CA,2016,Competitive,3,127195.628526425,53861.230932232764,Democrat
CA,2016,Competitive,4,95686.18886242958,80990.84108006328,Democrat
CA,2016,Competitive,5,106777.74268950998,89623.88990133892,Democrat
CA,2016,Competitive,6,87065.76913504906,95099.94814581813,Republican
CA,2016,Competitive,7,111562.33554671299,82287.88735894779,Democrat
CA,2016,Competitive,8,82939.32015647895,79225.76932189353,Democrat
CA,2016,Competitive,9,77430.26420147181,76873.10270083464,Democrat
CA,2016,Competitive,10,80501.26489342084,77454.55720585302,Democrat
CA,2016,Competitive,11,167627.02244540644,51486.98749674901,Democrat
CA,2016,Competitive,12,201623.77486789552,26986.648926634058,Democrat
CA,2016,Competitive,13,153162.72553288433,33691.44445701435,Democrat
CA,2016,Competitive,14,181174.22550038225,29424.35490747793,Democrat
