PRECINCT	DEM	REP	TOTAL
caly	147	418	584
kena	1016	930	1990
rose	569	562	1159
fais	437	464	933
wall	1422	1534	3033
lock	64	219	291
albe	174	646	846
wars	1307	708	2048
char	552	357	935
glis	94	374	484
cfrk	59	412	483
chin	156	445	624
magn	516	378	909
cyck	144	731	896
rock	292	365	672
smca	160	622	804
wolf	227	751	1013
beul	382	1560	1999
hall	295	526	854
