PRECINCT	DEM	REP	TOTAL
02	202	508	742
03	848	969	1890
13	1168	716	1996
01	160	227	400
06	1294	727	2145
07	1366	1220	2727
04	1042	1458	2599
05	870	306	1241
19	910	1176	2194
18	375	864	1299
08	545	1039	1655
09	148	252	412
20	115	169	302
16	24	77	107
12	1266	706	2094
17	156	240	410
14	1079	918	2104
11	595	973	1647
15	1407	1246	2795
10	268	467	762
