maptype,stateID,state,district,district_dem_result,district_rep_result,district_winner
current,1,AL,1,88234.72135175567,151125.66182011075,R
current,1,AL,2,80173.74582028989,138090.95160602816,R
current,1,AL,3,82106.56002154687,145008.20961744036,R
current,1,AL,4,42407.264606693236,175258.59176186516,R
current,1,AL,5,101352.82859456976,158982.87392549883,R
current,1,AL,6,57006.606609617214,164871.17072897518,R
current,1,AL,7,83866.48305524874,69829.56314201427,D
current,2,AK,At Large,0,149779,R
current,4,AZ,1,134318.47445735865,117524.32943691833,D
current,4,AZ,2,140226.82141288475,125928.55505144838,D
current,4,AZ,3,127367.83004607826,71270.4901253004,D
current,4,AZ,4,82129.36887253325,175403.87304443118,R
current,4,AZ,5,117685.78394547093,138001.3840931804,R
current,4,AZ,6,129612.98653447346,138503.52553715062,R
current,4,AZ,7,113553.00573376889,59445.1647040655,D
current,4,AZ,8,112950.16272435072,146067.51127239075,R
current,4,AZ,9,127644.56627308117,90740.1667351147,D
current,5,AR,1,57549.77052894218,138801.51358635453,R
current,5,AR,2,115749.0,131760.0,R
current,5,AR,3,74245.09879908245,146942.9881452904,R
current,5,AR,4,63965.13067197536,137079.49826835506,R
current,6,CA,1,131736.3063723192,159333.93317342072,R
current,6,CA,2,184340.09288243105,50232.92558580918,D
current,6,CA,3,127897.9207130284,77440.91790827122,D
current,6,CA,4,145632.57602390778,177879.39483147164,R
current,6,CA,5,176408.4303906883,34760.19384681086,D
current,6,CA,6,165394.8653005368,45688.806358583955,D
current,6,CA,7,167973.25697674803,83595.24905846186,D
current,6,CA,8,58375.731991641165,137346.31695342698,R
current,6,CA,9,113515.65232669412,74965.85435611202,D
current,6,CA,10,96452.57033250216,98962.6088666052,R
current,6,CA,11,176321.6843874136,70605.57759774027,D
current,6,CA,12,251006.7037653944,48151.22154594393,D
current,6,CA,13,195122.9019317664,35214.143543095786,D
current,6,CA,14,249658.963130792,41906.74865000531,D
current,6,CA,15,214641.70507680214,39228.04175395394,D
current,6,CA,16,88460.47130127161,61569.96453864682,D
current,6,CA,17,247144.3889803188,-12162.872175237924,D
current,6,CA,18,151121.357073453,125949.61593299675,D
current,6,CA,19,155405.42285457547,55116.77007615507,D
current,6,CA,20,177884.35273452874,58092.950217743404,D
current,6,CA,21,59489.29497612713,74534.81462680851,R
current,6,CA,22,84313.69112895691,97999.86140148655,R
current,6,CA,23,72802.19538742998,113508.98318624165,R
current,6,CA,24,156201.76206429774,113922.63786304914,D
current,6,CA,25,130009.56985999722,65769.5825674507,D
current,6,CA,26,153383.17862621087,103076.76484023583,D
current,6,CA,27,261556.10571471148,26288.831618034677,D
current,6,CA,28,138403.43454787112,67139.55274908069,D
current,6,CA,29,122107.70814097085,40793.318056521144,D
current,6,CA,30,143718.18711306533,67850.13670920033,D
current,6,CA,31,75431.56262846297,81431.74062471706,R
current,6,CA,32,161723.50262383095,39919.76253570499,D
current,6,CA,33,149258.21361213402,78818.91074492416,D
current,6,CA,34,170516.64834703947,18213.861373385203,D
current,6,CA,35,82588.9625083696,63806.71007873905,D
current,6,CA,36,66339.96651015339,108998.52787197258,R
current,6,CA,37,140211.3065526641,35084.31306454872,D
current,6,CA,38,155991.88315442126,45774.5561805513,D
current,6,CA,39,186079.8324761071,68608.32881318522,D
current,6,CA,40,98658.69146467427,38135.449933525524,D
current,6,CA,41,99022.16605464084,49472.88020366491,D
current,6,CA,42,110045.71358601436,85437.4500153376,D
current,6,CA,43,156911.76977231418,28662.727326698994,D
current,6,CA,44,119157.47520068315,30989.433516726313,D
current,6,CA,45,145249.6348246076,119991.67005837208,D
current,6,CA,46,104630.32287387173,74187.80872748823,D
current,6,CA,47,165909.768901336,44421.37620595371,D
current,6,CA,48,130473.84110976565,150881.78277299998,R
current,6,CA,49,123207.72183644115,142025.15673248871,R
current,6,CA,50,121939.06057930752,118965.70699364433,D
current,6,CA,51,139371.57657337736,55650.53026932355,D
current,6,CA,52,179974.98482998242,90686.84813131308,D
current,6,CA,53,164190.70115970663,78715.28318749071,D
current,8,CO,1,181995.17101295962,63566.18681682323,D
current,8,CO,2,253462.03310797786,145329.7347453633,D
current,8,CO,3,143205.73814711583,168245.75472662307,R
current,8,CO,4,146545.3945233347,211310.829399649,R
current,8,CO,5,105523.30585579338,161043.22144005817,R
current,8,CO,6,187905.6028620822,139360.16514452794,D
current,8,CO,7,187065.75449073638,129119.1077269552,D
current,9,CT,1,177225.73851884092,95895.22115315784,D
current,9,CT,2,172859.28143409773,104221.95534413333,D
current,9,CT,3,168271.9774477139,99250.38283137509,D
current,9,CT,4,162724.94283898384,105063.22739078787,D
current,9,CT,5,160079.05976036354,114370.21328054588,D
current,10,DE,At Large,227353.0,125384.0,D
current,12,FL,1,106202.80914833653,216146.9610137194,R
current,12,FL,2,99578.87732944675,197601.32103200696,R
current,12,FL,3,139531.93941682164,172900.7146187932,R
current,12,FL,4,142210.709382254,222066.44810014713,R
current,12,FL,5,157631.92716414336,112619.45314541113,D
current,12,FL,6,147995.93024765395,189296.5339935984,R
current,12,FL,7,134038.39229724545,109614.63825555863,D
current,12,FL,8,143201.2531111615,216957.02760230383,R
current,12,FL,9,132422.832332848,112997.17042023022,D
current,12,FL,10,78473.43295190965,40721.57356583524,D
current,12,FL,11,117192.71027262442,250807.70410254097,R
current,12,FL,12,139412.48144176012,182103.03183584122,R
current,12,FL,13,175176.81822630938,144195.46580045627,D
current,12,FL,14,68662.87985894046,62193.396897132756,D
current,12,FL,15,100597.56712854966,109922.52686598798,R
current,12,FL,16,139479.47005961507,174184.78803589122,R
current,12,FL,17,118240.63588812629,195005.06723476673,R
current,12,FL,18,109896.16479539288,134455.2178410365,R
current,12,FL,19,123847.81749022074,208124.48121247548,R
current,12,FL,20,103779.85143076118,42095.86653950602,D
current,12,FL,21,53775.33764234535,56546.759651975095,R
current,12,FL,22,98993.08383398895,78431.88762370446,D
current,12,FL,23,118764.99969422538,81078.72153132691,D
current,12,FL,24,94867.25446994782,52935.04559684875,D
current,12,FL,25,89030.19719552422,120772.0748095356,R
current,12,FL,26,91682.93248936495,93704.06016288922,R
current,12,FL,27,79880.69470048213,97939.0625104804,R
current,13,GA,1,105464.74783901029,143755.3336652881,R
current,13,GA,2,125536.3791856248,91668.25414384421,D
current,13,GA,3,104861.67719953944,187732.60954613736,R
current,13,GA,4,186586.00797332407,69024.6058951617,D
current,13,GA,5,111643.0145396277,44070.79847966921,D
current,13,GA,6,143767.9845777484,112933.6762335991,D
current,13,GA,7,149955.44350263968,136225.96221813423,D
current,13,GA,8,61775.28580469294,123941.2559935168,R
current,13,GA,9,58395.996146119425,228176.8963335611,R
current,13,GA,10,115855.45459779003,183057.00303360308,R
current,13,GA,11,113810.17302204041,179663.9540115585,R
current,13,GA,12,100943.86006148247,148380.09081385582,R
current,13,GA,13,159856.25882636275,84075.62318319872,D
current,13,GA,14,54208.56574367073,175696.72362919681,R
current,15,HI,1,146556.45004794325,66169.4572500846,D
current,15,HI,2,141178.5499520568,21126.542749915414,D
current,16,ID,1,106262.24670237393,191484.11805710377,R
current,16,ID,2,101050.75329762606,175956.88194289623,R
current,17,IL,1,152784.02845234986,43401.273039682186,D
current,17,IL,2,146810.53480616797,49681.827202576686,D
current,17,IL,3,129012.85780394501,56027.567296063455,D
current,17,IL,4,117751.32907468424,25187.846197473766,D
current,17,IL,5,108862.27805469828,48307.26382963103,D
current,17,IL,6,158095.57128182577,112724.75521555399,D
current,17,IL,7,147157.3909658174,19967.225734895594,D
current,17,IL,8,165268.239866758,64147.90439328835,D
current,17,IL,9,183012.7154887527,42267.23913974556,D
current,17,IL,10,162294.36827981472,77529.77724993773,D
current,17,IL,11,142735.48430036195,88944.63232597297,D
current,17,IL,12,117293.35917285495,140820.2106425304,R
current,17,IL,13,125464.96820493712,133921.07413009365,R
current,17,IL,14,135945.12754101394,119921.03256161507,D
current,17,IL,15,76107.1072533743,177903.85378924385,R
current,17,IL,16,103229.52805414946,142212.62828610488,R
current,17,IL,17,136543.96645580424,100935.64575404614,D
current,17,IL,18,100699.14494268918,179287.24321154502,R
current,18,IN,1,158820.17167133672,87137.19531190234,D
current,18,IN,2,103918.64485170048,125394.36480809088,R
current,18,IN,3,86208.13027012617,156522.0274690822,R
current,18,IN,4,86468.05447191169,155983.62291870508,R
current,18,IN,5,125051.1123309987,168382.80809602706,R
current,18,IN,6,79576.54459281248,154489.6141500634,R
current,18,IN,7,152061.87027855468,85551.44257316164,D
current,18,IN,8,86946.67758210628,157466.613999324,R
current,18,IN,9,99390.7939504528,146070.3106736434,R
current,19,IA,1,169348.0,152940.0,D
current,19,IA,2,171054.0,133010.0,D
current,19,IA,3,169886.0,164656.0,D
current,19,IA,4,146698.0,157221.0,R
current,20,KS,1,68959.94647455178,149551.99107334853,R
current,20,KS,2,121051.10352162192,126236.18812548721,R
current,20,KS,3,163730.93200911646,134931.13922089335,D
current,20,KS,4,93392.01799470987,138843.6815802709,R
current,21,KY,1,78819.84534468135,172187.66408152448,R
current,21,KY,2,80711.70731248397,171160.07964498288,R
current,21,KY,3,172010.63256256483,105349.70547846267,D
current,21,KY,4,90859.61313121008,158237.906129579,R
current,21,KY,5,46313.18548750886,172561.40767891696,R
current,21,KY,6,144355.0161615509,156068.23698653394,R
current,22,LA,1,82998.69562752706,160426.25575299282,R
current,22,LA,2,164618.95846495297,52431.47634046614,D
current,22,LA,3,74789.62717092586,167933.58203073617,R
current,22,LA,4,72860.22832095661,139214.24627851273,R
current,22,LA,5,66848.41933853252,151233.96519929473,R
current,22,LA,6,91068.071077105,168956.3360146767,R
current,23,ME,1,198753.92711727886,111676.82287703689,D
current,23,ME,2,129655.07288272113,129503.17712296311,D
current,24,MD,1,117744.09809071421,166409.56040106947,R
current,24,MD,2,157414.31409797684,85811.92127117234,D
current,24,MD,3,168325.1762339385,79656.26461147485,D
current,24,MD,4,197226.19751404232,47148.728397952225,D
current,24,MD,5,200346.5522541047,76738.58849949726,D
current,24,MD,6,161865.55226049453,91805.2474384082,D
current,24,MD,7,198417.5594919023,53929.11529484949,D
current,24,MD,8,169212.55005682667,97555.57408557604,D
current,25,MA,1,225947.73019741685,24201.223240372226,D
current,25,MA,2,192891.47579468248,77040.23591018462,D
current,25,MA,3,186703.22661786704,77175.48744661955,D
current,25,MA,4,62211.193074760304,29593.46459337719,D
current,25,MA,5,172150.91840548895,67672.92704508106,D
current,25,MA,6,185991.6876951438,99036.65003559722,D
current,25,MA,7,41779.89246021576,11643.999643161438,D
current,25,MA,8,35129.64737355625,25605.04282937205,D
current,25,MA,9,133736.22838086876,93324.47711447751,D
current,26,MI,1,145280.43697949193,187412.67929555563,R
current,26,MI,2,135129.35039935738,171670.847104022,R
current,26,MI,3,131244.41178515065,167191.8584256709,R
current,26,MI,4,108456.03983136051,172181.94825615967,R
current,26,MI,5,160988.15162221857,104536.12496954073,D
current,26,MI,6,133846.20499967475,147246.37664555368,R
current,26,MI,7,133980.6535718095,156283.43169584844,R
current,26,MI,8,182372.16931706687,146136.87777641887,D
current,26,MI,9,151723.7839364292,142467.21592145247,D
current,26,MI,10,114834.70450069656,162511.14269526704,R
current,26,MI,11,199981.2872499142,117080.106401153,D
current,26,MI,12,186183.80572023435,72187.21617528338,D
current,26,MI,13,176817.30925921514,42527.28916129283,D
current,26,MI,14,214164.69082738008,64025.885476781536,D
current,27,MN,1,145813.598604261,146522.0384644779,R
current,27,MN,2,177691.10411338575,159694.3348680035,D
current,27,MN,3,247849.11620507075,146314.71977270418,D
current,27,MN,4,217568.88427621702,99082.1375627809,D
current,27,MN,5,217447.93890688266,96163.61046000039,D
current,27,MN,6,127109.97062301973,179888.42239844456,R
current,27,MN,7,144741.34826166608,138678.23326054405,D
