PRECINCT	DEM	REP	TOTAL
higgin	255	473	740
fort 1	319.0	537.0	872.0
dysart	386	829	1239
nebo	570	1181	1791
fort 2	267.0	430.0	706.0
pleasa	420	1061	1505
m.cove	280	761	1057
mar 5	181.0	350.0	536.0
mar 4	216.0	327.0	552.0
n.cove	152	361	522
mar 1	622.0	1121.0	1766.0
t.cove	126	418	551
mar 3	204.0	315.0	529.0
mar 2	552.0	417.0	985.0
west m	716.0	1317.0	2065.0
glenwd	278	766	1064
ccreek	487	1111	1619
