PRECINCT	DEM	REP	TOTAL
13-05	1186	474	1691
17-06	627	828	1472
15-03	1178	2252	3464
12-08	1717	1522	3277
01-06	1334	740	2116
13-11	1110	1470	2602
13-10	2013	2442	4509
19-04	2211	2540	4806
12-01	1328	2437	3813
09-03	740	1082	1840
09-02	1642	912	2581
09-01	788	896	1708
04-20	1370	919	2343
01-49	1717	667	2443
04-21	965	357	1353
01-47	798	1061	1886
01-46	2127	265	2420
01-45	788	649	1465
01-44	1898	1020	2955
01-43	1224	587	1843
01-42	946	1470	2430
01-41	1049	494	1621
01-40	3413	140	3564
17-01	1583	610	2215
07-12	1278	890	2204
06-08	794.0	797.0	1639.0
05-07	2817.0	2165.0	5102.0
05-06	1827	1990	3857
05-05	2745	2028	4837
05-03	1114	1328	2478
05-01	1747	1342	3141
05-08	985.0	689.0	1719.0
04-13	1824	1591	3463
04-12	1196	1140	2374
04-11	798	438	1263
04-10	1158	1075	2284
04-17	922	631	1607
04-16	991	732	1792
04-15	1107	795	1942
04-14	730	692	1456
01-50	2021	57	2086
01-51	545	466	1020
04-19	781	751	1560
04-18	1151	887	2071
01-09	649	287	957
15-01	1205	1993	3258
07-10	2288	1523	3870
14-02	1166	2652	3867
02-06	764	1510	2291
02-04	717	1311	2057
02-05	364	555	930
02-02	1538	2616	4206
02-03	863	1586	2480
02-01	1151	1503	2681
13-01	2793	643	3478
16-07	1489	1316	2854
16-06	752	389	1156
16-05	1024	1045	2108
16-04	1073	987	2083
07-09	1479	1069	2591
16-02	3183	678	3898
16-01	794	1034	1860
07-05	832	683	1547
07-04	2115	1235	3413
07-07	1756	1698	3504
07-06	1337	1633	2999
07-01	837	549	1414
07-03	660	694	1382
07-02	688	570	1276
17-11	2273	735	3046
17-10	682	368	1065
04-08	1114	655	1800
04-09	1004	1143	2179
04-04	801	514	1339
04-05	1378	1063	2504
04-06	1268	1179	2487
04-07	969	1493	2477
19-11	901	1125	2072
04-01	1027	733	1796
04-02	1195	881	2105
04-03	1022	579	1620
06-10	584.0	992.0	1626.0
01-29	901	1084	2004
01-28	2774	488	3288
17-05	2145	906	3084
01-25	291	16	308
16-03	763	480	1265
01-27	1146	271	1449
01-26	2000	91	2098
01-21	2017	816	2871
01-20	1691	125	1829
01-23	3035	1682	4887
01-22	2720	65	2803
03-00	838	1169	2047
17-07	2438	433	2898
11-02	1642	1387	3064
11-01	1959	1286	3303
18-04	1335	1777	3147
17-02	358	362	727
17-03	3284	1781	5133
14-01	193	361	564
07-13	898	701	1635
08-11	1619	1397	3064
08-10	1159	934	2121
18-08	1621	1488	3158
17-08	3467	2044	5578
17-09	2425	184	2623
19-09	1141	1767	2949
18-01	2490	1195	3797
19-07	906	758	1687
18-03	830	1022	1873
18-02	1349	2328	3722
18-05	1760	2259	4060
19-03	916	1321	2285
18-07	968	1636	2637
18-06	1840	1055	2960
20-06a	1386.0	1388.0	2847.0
06-07	1232	1361	2625
06-04	1060	836	1938
20-06b	1243.0	1799.0	3107.0
01-36	604	901	1515
06-06	1706	1769	3517
01-34	1798	34	1840
01-35	1938	25	1965
01-32	1320	589	1956
01-33	791	511	1320
01-30	532	588	1138
01-31	2156	589	2857
10-01	325	667	1003
10-03	1094	945	2066
10-02	1465	1185	2682
01-38	1222	657	1897
06-05	954	1703	2677
08-08	1619	1828	3496
08-09	968	710	1707
01-37	827	746	1595
08-02	1636	1551	3221
08-03	1807	1626	3511
08-04	643	832	1498
08-05	865	943	1828
08-06	1366	543	1956
08-07	917	1285	2225
06-09	930.0	1336.0	2331.0
15-02	1756	2351	4140
20-10	1350	1274	2667
20-13	2694.0	2521.0	5325.0
20-12	917	1154	2094
20-14	1634.0	1787.0	3511.0
15-04	707	1046	1775
19-14	797.0	1456.0	2316.0
01-03	794	925	1734
01-02	1039	621	1699
01-01	1095	418	1559
01-07	1134	401	1562
19-17	2184	1247	3481
01-05	425	528	966
01-04	492	528	1034
19-16	1100	1125	2250
07-11	487	482	979
19-10	1908	3009	4971
19-13	925.0	1058.0	2030.0
19-12	1444	2027	3509
10-04	2783	1992	4826
01-14	2134	578	2767
01-15	722	692	1426
01-16	1219	744	1978
01-17	428	501	938
01-10	678	585	1282
01-11	584	1333	1931
01-12	784	546	1347
01-13	947	263	1233
01-18	1361	931	2323
01-19	1558	36	1599
20-03	1070	1267	2394
12-09	1056	1493	2580
20-01	1334	980	2342
20-04	1404	1276	2721
20-05	1339	1629	2998
12-02	1453	1515	3024
20-08	1672	1852	3577
20-09	1012	1131	2180
12-07	779	1158	1979
12-06	940	1400	2386
12-05	2009	3082	5147
12-04	929	1836	2806
16-09	1447	961	2444
19-05	756	1681	2469
16-08	4681	783	5512
17-04	2389	1534	3978
01-48	1288	529	1858
19-15	762.0	1271.0	2057.0
01-39	1468	734	2242
13-02	770	894	1687
20-11	1221	1583	2868
13-06	1226	1219	2469
13-07	1043	556	1616
13-08	1514	372	1904
13-09	2384	793	3210
