PRECINCT	DEM	REP	TOTAL
p80	330	369	709
p25	419	348	778
p75	687	210	898
p65	153	262	416
p70	198	140	340
p60	575	415	1004
p501	1291	788	2092
p502	756	496	1263
p10	211	275	488
p202	581	1043	1636
p15	634	1260	1914
p201	305	706	1031
p55	236	200	438
p30	821	109	935
p40	393	668	1074
p45	106	232	343
p35	305	189	499
