PRECINCT	DEM	REP	TOTAL
0022	346	857	1223
0015	227	704	938
0014	258	994	1276
0013	361	1324	1706
0012	195	1009	1224
0011	378	1222	1629
0035	573	391	976
0034	713	591	1323
0051	857	1194	2077
0036	430	762	1213
0031	826	404	1246
0019	164	257	426
0018	114	202	321
0021	308	540	866
0039	545	479	1043
0038	539	793	1354
0066	487	707	1214
0053	439	806	1268
0064	202	310	522
0065	208	442	660
0062	216	313	535
0052	343	413	767
0047-b	387.0	443.0	847.0
0020	276	354	636
0047-a	773.0	566.0	1356.0
0001	728	1195	1951
0024	597	1055	1695
0003	193	539	744
0040	424	620	1062
0029-b	233.0	439.0	683.0
0029-a	190.0	514.0	714.0
0070	554	1039	1616
0048	617	789	1433
