PRECINCT	DEM	REP	TOTAL
w18	501	583	1114
w17	824	1007	1848
w16	1005	1248	2276
w15	2406	619	3068
w13	860	280	1168
w12	724	603	1347
h09	1670	3410	5141
h08	1453	2487	3995
h03	1244	2219	3509
h02	615	1913	2542
h01	602	632	1256
h06	917	1112	2074
h05	864	1660	2573
h04	992	1486	2523
w26	1029	579	1665
w27	1714	457	2210
w24	1586	1143	2817
w25	2075	382	2511
w21	1228	1380	2645
w28	1226	752	2024
w29	2467	95	2579
w08	971	400	1381
wb	569	1067	1663
cf02	704	1146	1884
w03	1363	189	1573
fp06	973.0	1466.0	2479.0
fp07	1090.0	1888.0	3010.0
fp04	1057	1664	2762
fp05	543	916	1473
fp02	809	977	1825
fp03	480	743	1235
m06	790.0	1386.0	2202.0
cf01	1315	1179	2526
cf06	853.0	1092.0	1968.0
cf05	831.0	1231.0	2094.0
m07	512.0	830.0	1352.0
h10	1345.0	1187.0	2565.0
h11	1461.0	2258.0	3779.0
m04	1836	2624	4516
w31	1023	1713	2768
w30	1539	1230	2820
m02	1633	2748	4454
m03	969	1404	2414
