PRECINCT	DEM	REP	TOTAL
04.1	2483	977	3513
66.1	642	504	1171
19.1	394	275	678
33.2	517	426	961
33.3	770	656	1468
30.3	207.0	288.0	506.0
30.2	151.0	238.0	404.0
35.1	802	477	1292
34.1	525	361	903
02.1	4198	1742	6043
38.3	851	1379	2266
38.2	399	800	1216
12.1	1141	204	1383
15.1	1202	335	1578
68.1	1207	1654	2911
42.1	299.0	280.0	590.0
37.1	456	500	975
51.2	209.0	267.0	486.0
36.1	688	642	1355
39.3	187.0	257.0	462.0
55.1	1001	1202	2249
10.1	1114	52	1179
06.1	2806	1148	4042
07.1	2578	2600	5270
67.1	961	814	1799
39.2	158.0	210.0	384.0
11.1	816	65	895
40.2	249.0	480.0	748.0
17.1	953	301	1279
08.2	359.0	157.0	532.0
08.3	376.0	155.0	543.0
44.1	1359	1628	3036
47.1	997	1703	2751
23.3	147.0	141.0	292.0
13.1	1340	221	1599
09.1	1458	539	2043
16.2	438.0	125.0	586.0
03.1	3516	1254	4854
71.1	1361	1302	2705
46.1	458	511	983
70.1	1022	588	1656
20.1	561	164	738
69.1	798	1157	1995
45.1	1116	1389	2554
31.1	381	638	1029
41.1	681	1186	1909
27.2	98.0	75.0	179.0
01.1	3986	2883	6979
52.1	903	1505	2456
28.1	1554	300	1933
05.1	2654	1446	4172
53.1	745	1217	1994
21.1	386.0	250.0	651.0
29.2	291.0	293.0	595.0
25.1	1032	571	1635
59.1	1224	1313	2567
63.1	158	208	373
18.2	399.0	476.0	896.0
58.1	568	713	1297
14.3	191.0	98.0	295.0
14.2	1169	307	1510
50.1	410	579	1019
24.1	860	743	1633
62.1	887	786	1704
61.1	858	912	1809
64.1	604	680	1314
43.2	219.0	197.0	429.0
48.1	910	1382	2340
65.1	1245	965	2247
23.2	55.0	39.0	99.0
49.1	958	1576	2589
57.1	874	1147	2058
60.4	133.0	218.0	361.0
22.2	292.0	158.0	464.0
26.1	811	315	1157
54.2	321.0	330.0	665.0
56.2	250.0	246.0	508.0
32.1	580	692	1298
60.2	473	323	806
