PRECINCT	DEM	REP	TOTAL
gr	353	1345	1722
sclay	323	1182	1532
sum4	276	1184	1480
sum3	207	677	895
sum2	778	475	1262
sum1	1060	563	1635
fr4	411	725	1144
fr2	745	1009	1779
g08	1309	357	1681
g09	1667	291	1970
g04	1385	61	1447
g05	1209	12	1226
g06	1198	27	1226
g07	1043	325	1376
g01	875	69	960
g02	532	218	756
g40b	517	653	1177
stok	701	2007	2738
g31	532	599	1154
g30	561	775	1359
g33	593	837	1440
g32	920	1138	2082
g35	520	481	1015
g34	679	815	1511
g37	1337	458	1820
g36	799	613	1427
g39	789	489	1291
g38	1057	748	1818
cg3b	904	1048	1974
cg3a	646	744	1404
g41b	549.0	759.0	1323.0
g41a	624.0	500.0	1136.0
mon2a	1528.0	575.0	2116.0
mon2b	769.0	457.0	1237.0
ndri	296	1288	1598
h15	666	658	1338
or2	553	1320	1888
or1	672	1845	2536
h16	392	525	931
cg1	989	859	1868
cg2	677	841	1536
g40a1	604	622	1245
g40a2	498	462	970
g26	1506	593	2124
g27	1122	1229	2385
g24	581	301	899
g25	806	608	1431
g22	516	903	1433
g23	588	438	1047
g20	850	1051	1930
g21	1309	1221	2548
g28	593	396	1004
g29	746	485	1263
mon3	963	1818	2809
mon1	1017	629	1661
fen1	1989	765	2774
h19b	289	346	638
h19a	855	121	976
fen2	460	1027	1501
h29a	805.0	601.0	1417.0
h29b	911.0	612.0	1541.0
h20b	331	529	867
h20a	463	472	954
g53	1978	126	2115
g52	1436	126	1572
g51	886	394	1296
g50	1712	363	2086
g57	1145	270	1430
g56	963	274	1246
g55	1492	227	1737
g54	1675	146	1832
g59	852	235	1094
g58	1103	228	1342
smad	792	1075	1889
nmad	625	827	1469
h09	1312	21	1335
h08	762	34	798
h03	843	205	1057
h02	473	604	1087
h01	754	344	1110
h07	992	71	1063
h06	1175	799	1990
h05	1275	200	1481
h04	972	571	1564
g42	978	1052	2050
g43	1426	560	2020
g44	1198	256	1501
g45	1937	342	2328
g46	1910	33	1950
g47	1143	258	1429
g48	1634	540	2231
g49	643	135	789
nwash	160	775	948
gib	799	877	1690
jef1	729	1110	1857
fr3	547	684	1242
jef3	2299	421	2742
jef2	992	649	1664
pg2	537	1505	2067
jef4	587	724	1332
pg1	441	812	1265
h18	1050	284	1350
sdri	902	2042	2974
h10	1420	126	1549
h11	1149	180	1340
h12	680	274	969
h13	518	838	1366
h14	263	876	1149
rc1	1118	1098	2241
rc2	1111	1462	2612
h17	604	258	871
g75	1239	68	1309
g74	1784	17	1806
fr1	1534	952	2512
g71	1758	13	1775
g70	1956	9	1972
g73	1263	12	1276
g72	1726	61	1796
swash	142	509	659
ncgr2	418	1066	1498
ncgr1	712	1638	2375
g03	1465	70	1540
sf4	930	1682	2659
sf2	332	912	1262
sf3	852	1214	2094
sf1	644	1663	2326
h28	1123.0	926.0	2066.0
h25	950	1734	2709
h24	686	1031	1738
h27	1241	1679	2958
h26	631	835	1488
h21	418	636	1073
h23	373	712	1112
h22	419	443	870
g68	1904	8	1916
g69	1734	107	1849
g62	636	382	1032
g63	759	491	1260
g60	956	325	1298
g61	1190	286	1485
g66	931	886	1842
g67	1270	5	1278
g64	1436	420	1874
g65	1099	668	1792
jam4	477	1200	1691
jam5	212	793	1019
nclay1	683	1222	1916
nclay2	297	803	1108
g16	596	645	1251
g15	681	388	1093
jam1	796	1279	2108
jam2	577	781	1371
jam3	586	885	1487
g19	501	669	1183
g18	363	663	1037
g17	655	689	1371
fr5b	381.0	672.0	1080.0
fr5a	636.0	838.0	1499.0
g14	638	318	976
g13	733	365	1116
g12	648	174	833
g11	788	275	1095
g10	1676	369	2064
