PRECINCT	DEM	REP	TOTAL
30	415	885	1311
42	408	1182	1606
45	830	1159	2017
43	884	1777	2703
02	1005	570	1591
03	843	399	1249
26	562	1129	1712
01	418	389	824
06	1067	230	1306
07	798	35	833
04	1349	1677	3059
05	1195	428	1634
46	831	2223	3081
08	743	309	1060
09	624	605	1242
28	652	1471	2143
29	649	1963	2640
40	948	1818	2793
41	487	1427	1936
14	317	534	858
24	691	913	1632
25	404	891	1312
39	355	1827	2217
27	834	1945	2802
20	606	1521	2158
38	383	1531	1937
21	645	770	1426
11	698	400	1110
10	865	1002	1894
13	635	997	1646
12	669	1157	1843
15	1456	2424	3909
22	803	1837	2667
17	1077	1621	2721
16	738	1991	2745
19	1075	1854	2961
18	1755	2207	3999
31	527	1666	2216
23	717	1223	1962
37	320	689	1020
36	492	1429	1937
35	321	762	1091
34	353	1052	1423
33	289	958	1262
32	499	973	1492
44	939	2288	3256
