PRECINCT	DEM	REP	TOTAL
098	1674	167	1855
099	1247	145	1407
214	1681	719	2439
215	1058	1391	2490
212	4879	1426	6399
126	1784	328	2134
210	3972	384	4379
211	3773	1436	5269
090	567	692	1274
091	1267	2141	3434
092	926	1348	2300
093	540	839	1394
094	1034	398	1447
095	1101	247	1365
096	696	741	1455
097	876	215	1101
010	1007	854	1899
011	2651	1593	4305
012	1700	94	1803
013	1663	487	2187
014	1547	112	1688
015	1381	518	1941
016	2267	27	2297
017	1276	96	1383
018	406	998	1411
019	550	819	1385
127	1066	2007	3104
138	1421	383	1819
213	2646	321	2992
025	1756	11	1769
024	1683	242	1939
027	1717	80	1804
026	2290	258	2569
021	909	543	1486
020	901	877	1790
023	1059	76	1144
022	2273	794	3106
128	1336	884	2241
129	558	237	808
219	584	1048	1653
029	1041	375	1442
028	1269	165	1450
118	974	1190	2183
133	1184	2127	3348
132	877	344	1237
131	481	892	1388
130	850	316	1187
216	1484	1700	3238
137	1394	2713	4137
136	616	1019	1657
201	2779	1450	4263
135	3768	636	4446
200	567	549	1131
134	2012	2232	4309
144	1037	1552	2613
115	825	375	1214
114	879	1417	2329
038	867	449	1353
039	1489	46	1539
111	865	1155	2043
110	410	628	1050
113	945	1726	2697
112	586	1121	1718
032	490	1165	1664
033	987	302	1311
030	1297	343	1670
031	1774	30	1805
036	899	1065	1987
037	717	811	1563
034	1148	456	1641
035	629	636	1277
139.1	1042	1527	2590
207	1279	2131	3458
206	2254	1616	3917
223.1	2687	1825	4556
217	908	913	1846
209	1409	1873	3311
208	1098	2264	3387
108	1430	138	1577
109	1081	576	1690
241	1499	1978	3508
148	3018	3457	6541
049	739	917	1681
048	460	1095	1559
047	784	1149	1949
046	1384	408	1821
045	829	346	1182
044	775	383	1181
043	1890	190	2099
042	1954	53	2013
041	1537	128	1674
040	1683	160	1860
238.1	1298	884	2212
240	1295	2356	3689
151	1961	630	2619
243	3294	2116	5485
150	1501	835	2371
242	476	1774	2269
102	2162	820	3031
058	623	516	1171
059	570	382	975
103	1025	1526	2582
054	1853	25	1888
055	1173	5	1181
056	1075	18	1095
057	672	958	1644
050	769	523	1318
051	1077	918	2029
052	1926	53	1984
053	2108	170	2296
203	2747	886	3676
101	729	1058	1809
106	628	772	1409
145	3840	2836	6746
104	2082	153	2244
105	1955	435	2418
202	2130	2648	4852
061	1244	516	1772
060	1497	61	1565
063	1183	243	1450
062	1186	247	1445
065	511	592	1122
064	608	261	877
067	489	719	1224
066	605	568	1196
069	1218	1924	3175
068	829	443	1284
204.1	2750	592	3365
229	2249	2126	4430
228	1731	723	2490
227	1768	2212	4028
226	1150	1384	2560
225	509	589	1113
224	980	749	1743
205	1367	836	2228
222	3222	1023	4272
221	910	2134	3079
220	680	1434	2141
218	685	1333	2051
117	1166	356	1538
116	1006	196	1211
076	971	1295	2301
077	1675	75	1757
074	669	1168	1856
075	856	1617	2498
072	487	708	1204
073	634	732	1388
070	631	1137	1785
071	576	1043	1634
079	799	428	1243
234	1228	1076	2334
239	1511	655	2192
100	925	1082	2031
235	1255	1067	2348
236	829	1919	2797
237	2012	552	2608
230	2738	1289	4076
231	1563	1221	2824
232	1586	2098	3712
233	1071	2063	3192
149	2510	561	3106
107.1	1993	476	2484
119	547	691	1252
078.1	928	257	1201
146	2511	452	2987
147	2046	402	2478
089	2696	1400	4143
088	966	921	1932
142	1438	2170	3642
143	1503	2519	4065
140	1595	2298	3932
141	1979	586	2623
083	1533	702	2248
082	2096	68	2172
081	2388	454	2860
080	1550	499	2070
087	1059	859	1962
086	459	1221	1692
085	1041	756	1823
084	1387	244	1637
003	1549	120	1675
002	1250	625	1903
001	498	706	1214
007	806	396	1222
006	1429	213	1656
005	832	177	1028
004	1219	389	1626
009	1175	923	2129
008	674	1166	1857
120	1466	199	1680
121	991	2039	3063
122	2174	1350	3579
123	1391	332	1735
124	1611	199	1817
125	712	214	938
