PRECINCT	DEM	REP	TOTAL
ma	929	1697	2651
lk-2	972	1482	2478
mc	1429	1721	3178
nb	545	1742	2310
ir	454	1268	1745
ec	1102	1624	2748
hu	664	1891	2593
ed-1	1075	1571	2674
ws	1658.0	2705.0	4422.0
ho	389	868	1277
ms	3260.0	2339.0	5637.0
rc	1114	2299	3452
li	857	1711	2596
dr	634	830	1489
se	1269.0	1479.0	2770.0
