PRECINCT	DEM	REP	TOTAL
30	1003	240	1244
02	648	1508	2171
03	411	1616	2042
26	1027	643	1684
01	600	1134	1743
06	781	1077	1869
07	1031	1916	2963
04	683	2077	2778
05	662	1864	2545
08	421	1414	1851
09	462	1298	1772
28	886	1191	2096
29	950	469	1430
14	498	1644	2152
24	278	1537	1827
25	483	1025	1518
27	961	276	1242
20	1164	80	1250
21	881	420	1303
11	934	700	1641
10	1017	271	1293
13	1019	461	1484
12	1150	1016	2176
15	550	1318	1879
22	641	629	1276
17	871	43	916
16	708	956	1671
19	1044	58	1109
18	966	150	1122
23	547	574	1133
